Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3386.174370,6772.348740,6796.348740,6846.434173,12,480,60,0.104930,NA
