Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,dVdWT,CEps
WorkFlow,0.000584998941142786,,,,,,,,,,
WorkFlow,25.4375029031387,3096175.88152085,,,,,,,,,
WorkFlow,109.135187933548,12779739.363179,53618209.3334826,,,,,,,,
WorkFlow,-0.0775507392088054,-7714.72340525268,-31218.3456878046,28.2435062350211,,,,,,,
WorkFlow,-0.00332959991338147,-390.733206001354,-1600.65587696123,1.0765598720619,0.0540314757720403,,,,,,
WorkFlow,-0.00535319169189408,-608.455976497297,-2502.27456734999,1.66923832647566,0.0803813986272174,0.133755116961261,,,,,
WorkFlow,-0.0781454473988977,-8874.70416741947,-36432.1750626036,24.4287487246322,1.17282759720869,1.94199664835975,28.2450305570095,,,,
WorkFlow,5.63791122854805e-05,6.50589500560963,22.4858244260273,-0.0269232083848886,-0.00104963174816246,-0.00189264509818087,-0.0283332247353721,7.71245244278557e-05,,,
WorkFlow,-2.70246613187061e-06,-4.59175092789951,-18.054110062899,0.0144012542404892,0.000582827827309664,0.000781644425945398,0.0114894661302283,-7.76035032134485e-06,3.46569839321607e-05,,
WorkFlow,-0.00317478511479288,-384.28979479748,-1571.62118388863,1.07873986211637,0.0513127005290169,0.0857431289674751,1.24497653684376,-0.00128624221510131,0.000478554753126838,0.0590729993066068,
WorkFlow,-0.13374571079266,-15162.90094445,-62136.3974987933,42.4401073169822,2.01757791710817,3.35005596859155,48.7031586024444,-0.049752173160641,0.0194241690265756,2.15431727698721,84.1176993241084
