Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3251.741170,6503.482340,6537.482340,6608.436704,17,480,60,0.095120,5316740.006620
