Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0886258268049816,0
WorkFlow,nV,0,0.191406270586556
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.0850070623478831,0.103156796946774
