Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3187.322900,6374.645800,6394.645800,6436.383661,10,480,60,0.116230,20251.471400
