Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.191904751613409,0.043885
WorkFlow,2,-0.0127248084393988,0.046075
WorkFlow,3,-0.0868250231941588,0.038171
WorkFlow,4,0.00204043567527206,0.057001
WorkFlow,5,0.117689766834812,0.045765
WorkFlow,6,0.241132457496044,0.035657
WorkFlow,7,-0.175913454707533,0.059389
WorkFlow,8,0.0472302867512317,0.047408
WorkFlow,9,0.0928232317083225,0.045965
WorkFlow,10,0.295255490151045,0.036275
WorkFlow,11,0.0227854567035532,0.052134
WorkFlow,12,0.301896054172631,0.043707
WorkFlow,13,-0.0821314271983477,0.033249
WorkFlow,14,0.105698022599252,0.036273
WorkFlow,15,-0.583096244730632,0.098612
WorkFlow,16,0.0767866619326269,0.036996
WorkFlow,17,-0.619639760598305,0.106615
WorkFlow,18,0.138742541091811,0.040664
WorkFlow,19,-0.396266191979078,0.08023
WorkFlow,20,0.338347850485239,0.036478
WorkFlow,21,0.548128359831253,0.038901
WorkFlow,22,0.0883579977234036,0.046249
WorkFlow,23,-0.0432126060357522,0.045237
WorkFlow,24,0.157929180759128,0.03717
WorkFlow,25,0.394465899778865,0.036433
WorkFlow,26,0.0937468303640971,0.042017
WorkFlow,27,0.304987453515463,0.03672
WorkFlow,28,-0.38546040139693,0.039724
WorkFlow,29,-0.413511185625507,0.054363
WorkFlow,30,0.180570143691262,0.039369
WorkFlow,31,-0.349696706649684,0.085151
WorkFlow,32,0.446312121637016,0.050457
WorkFlow,33,-0.552433037612931,0.099131
WorkFlow,34,-0.108463094738395,0.052036
WorkFlow,35,0.129457595811491,0.03206
WorkFlow,36,0.195207958745012,0.033487
WorkFlow,37,0.251266821489564,0.031893
WorkFlow,38,-0.765693411056293,0.12054
WorkFlow,39,0.466784042220714,0.039874
WorkFlow,40,0.701981617058449,0.063359
WorkFlow,41,-0.32588710087966,0.06019
WorkFlow,42,-0.463257304131523,0.070474
WorkFlow,43,-0.27165520576507,0.069823
WorkFlow,44,0.222741743381127,0.038402
WorkFlow,45,0.601260231098684,0.064227
WorkFlow,46,-0.127988886463624,0.044037
WorkFlow,47,-0.152841099138527,0.051886
WorkFlow,48,0.256212537449142,0.036496
WorkFlow,49,0.326201433912383,0.034484
WorkFlow,50,0.149433206707459,0.046161
WorkFlow,51,-0.428339060282696,0.073985
WorkFlow,52,-0.175646904254957,0.041753
WorkFlow,53,-0.22695529891162,0.06234
WorkFlow,54,-0.75175606056336,0.059316
WorkFlow,55,-0.169329480972804,0.079888
WorkFlow,56,0.21264616467568,0.05887
WorkFlow,57,0.723466144695468,0.065494
WorkFlow,58,-0.260842980955954,0.041526
WorkFlow,59,-0.760929695246255,0.127959
WorkFlow,60,0.509300950664242,0.038106
