Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,0.000973928987510157,,,,,,,,,
WorkFlow,31.3658946254629,138838006.756845,,,,,,,,
WorkFlow,14.6854189788053,69700513.8179545,36401405.440624,,,,,,,
WorkFlow,0.107179033603755,14106.959195645,6278.21020071973,91.7687733030889,,,,,,
WorkFlow,0.0014032047346943,184.860356062833,61.0898230468075,1.41480502983859,0.0652285738607689,,,,,
WorkFlow,0.00121561365969039,-392.559929775054,-195.902621024778,0.687898659625567,0.031587297674287,0.0330241886161691,,,,
WorkFlow,0.0119583403724706,-1136.07197060025,-724.244509117342,7.99060644343433,0.339324130223145,0.316943394886971,3.15602565808754,,,
WorkFlow,3.5648983533397e-05,-90.3802846045672,-48.957258789055,-0.0140006781114415,0.000331943748550165,0.00128287126324807,0.00998873110405794,0.000141190670179209,,
WorkFlow,7.28570113213063e-05,10.2885259564639,3.76322177922839,0.0107492620576121,0.00117010353513577,0.00155563956397529,0.0141728486999704,9.38073639332219e-05,0.000165022655968222,
WorkFlow,-0.0054021994503593,9702.14179247875,4330.36763317181,-9.27062662218628,-0.273740347526655,-0.12894855256448,-1.14074036636921,-0.00643232914234676,-0.00619912194385034,35.8337437929563
