
 WorkFlow
Start 2024-10-19 12:08:03  Run : 6.6 nSubj: 60 nObs : 480
 Iter     -2LL CMultStdev   tvVmax     tvKm     tvV     tvKa        K12      K21       K13       K31
    1 7078.531   1.121920  3911.99 4085.020 44.7893 1.194780 0.94590300 4.013460 0.1201310 0.0245392
    2 6802.765   1.124310  3899.31 4096.270 44.5099 1.190300 0.81715200 4.113260 0.1220220 0.0248313
    3 6799.489   1.118320  3898.83 4096.470 44.6313 1.186820 0.81340000 4.115480 0.1218540 0.0249365
    4 6748.751   0.986545  3891.74 4097.470 47.4770 1.109580 0.76276500 4.140680 0.1175960 0.0272627
    5 6695.422   0.813202  3885.21 4095.670 51.6787 1.002570 0.72077600 4.155850 0.1111770 0.0306545
    6 6628.888   0.605561  3880.90 4089.030 57.5865 0.863592 0.69678400 4.153990 0.1020660 0.0355108
    7 6559.688   0.536415  3885.62 4080.510 59.8041 0.814830 0.72966400 4.123040 0.0976298 0.0374737
    8 6556.477   0.572262  3888.26 4079.650 58.5570 0.839512 0.74002600 4.118280 0.0988026 0.0366400
    9 6554.648   0.563360  3889.03 4077.970 58.7824 0.831444 0.73781700 4.118140 0.0979888 0.0370536
   10 6543.179   0.526171  3898.49 4062.010 59.3269 0.786923 0.71994400 4.118230 0.0921274 0.0399594
   11 6530.610   0.514377  3913.79 4040.060 58.7388 0.754948 0.70393600 4.115740 0.0858946 0.0430167
   12 6511.945   0.536354  3947.24 3996.050 55.9701 0.725639 0.67245800 4.114330 0.0758809 0.0481103
   13 6508.357   0.562994  3959.10 3982.660 54.5220 0.735080 0.66508300 4.114270 0.0740988 0.0489121
   14 6507.770   0.572030  3965.90 3975.430 54.0019 0.741367 0.66520200 4.111400 0.0734262 0.0492134
   15 6507.280   0.576905  3968.86 3973.100 53.8375 0.750496 0.66551700 4.110670 0.0738684 0.0489450
   16 6506.335   0.578583  3977.09 3965.760 53.7285 0.765959 0.66591200 4.107580 0.0743902 0.0486896
