Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.112781067189916,0.185762
WorkFlow,2,0.259326025367824,0.18844
WorkFlow,3,-0.0878566135315459,0.181867
WorkFlow,4,-0.107466070910555,0.178161
WorkFlow,5,-0.232242484701977,0.176659
WorkFlow,6,0.0630369404815697,0.189102
WorkFlow,7,0.149948688562335,0.183247
WorkFlow,8,0.365323838780477,0.195498
WorkFlow,9,-0.0754276573615795,0.181503
WorkFlow,10,0.408650016782844,0.199105
WorkFlow,11,-0.00191425662899111,0.189252
WorkFlow,12,0.191379332020908,0.185838
WorkFlow,13,-0.156092019896649,0.177248
WorkFlow,14,0.289591973502557,0.195425
WorkFlow,15,-0.684384129448513,0.164198
WorkFlow,16,0.297997177772895,0.194041
WorkFlow,17,-0.758696184105841,0.165062
WorkFlow,18,0.276836265924063,0.192751
WorkFlow,19,-0.493707510414916,0.170214
WorkFlow,20,0.262917469004081,0.186537
WorkFlow,21,0.433217724831069,0.199897
WorkFlow,22,0.270142991271584,0.197767
WorkFlow,23,0.00434029568036448,0.179162
WorkFlow,24,0.207650922242932,0.190889
WorkFlow,25,0.566417437885606,0.202154
WorkFlow,26,0.0576608339708292,0.176023
WorkFlow,27,0.181387085301773,0.19207
WorkFlow,28,-0.425681857164713,0.174874
WorkFlow,29,-0.539272023445392,0.166067
WorkFlow,30,0.275740157006452,0.188862
WorkFlow,31,-0.499716552820546,0.163394
WorkFlow,32,0.382652304250042,0.19433
WorkFlow,33,-0.793193995128472,0.159053
WorkFlow,34,0.0194806519138577,0.183363
WorkFlow,35,0.0806495957782032,0.179301
WorkFlow,36,0.419418741295883,0.198729
WorkFlow,37,-0.174424031037828,0.178084
WorkFlow,38,-0.912132780280439,0.169304
WorkFlow,39,0.593168090077441,0.203286
WorkFlow,40,0.705524244893791,0.213255
WorkFlow,41,-0.291047672511676,0.167612
WorkFlow,42,-0.632900805734259,0.165248
WorkFlow,43,-0.189016446110411,0.170857
WorkFlow,44,0.156115406013096,0.184167
WorkFlow,45,0.414473946342847,0.195918
WorkFlow,46,0.164288862641579,0.187806
WorkFlow,47,-0.0260593611904167,0.187193
WorkFlow,48,0.113910402311025,0.187539
WorkFlow,49,0.398964198113343,0.197972
WorkFlow,50,0.241200911925144,0.188372
WorkFlow,51,-0.581922548865673,0.170276
WorkFlow,52,0.0834622270544051,0.187464
WorkFlow,53,-0.309651224481172,0.176986
WorkFlow,54,-0.859123098192808,0.181464
WorkFlow,55,-0.220764594758987,0.175721
WorkFlow,56,0.233226226581058,0.188746
WorkFlow,57,0.747551601116052,0.217254
WorkFlow,58,-0.131407047989301,0.178428
WorkFlow,59,-0.787687605953718,0.174547
WorkFlow,60,0.446747533656491,0.198508
