"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",14995.3233
"WorkFlow",1,"GAMMA",1.60117
"WorkFlow",1,"CMultStdev",1.00127
"WorkFlow",1,"tvVmax",3999.45
"WorkFlow",1,"tvKm",4000.82
"WorkFlow",1,"tvV",49.9461
"WorkFlow",1,"tvKa",1.20002
"WorkFlow",1,"K12",1.95104
"WorkFlow",1,"K21",3.0216
"WorkFlow",1,"K13",0.119878
"WorkFlow",1,"K31",0.00498497
"WorkFlow",2,"-2LL",13313.12158
"WorkFlow",2,"GAMMA",1.60137
"WorkFlow",2,"CMultStdev",1.00162
"WorkFlow",2,"tvVmax",3999.29
"WorkFlow",2,"tvKm",4001.02
"WorkFlow",2,"tvV",49.9259
"WorkFlow",2,"tvKa",1.20001
"WorkFlow",2,"K12",1.9362
"WorkFlow",2,"K21",3.02801
"WorkFlow",2,"K13",0.124665
"WorkFlow",2,"K31",0.0124641
"WorkFlow",3,"-2LL",12862.97838
"WorkFlow",3,"GAMMA",1.60169
"WorkFlow",3,"CMultStdev",1.00227
"WorkFlow",3,"tvVmax",3999.05
"WorkFlow",3,"tvKm",4001.31
"WorkFlow",3,"tvV",49.8876
"WorkFlow",3,"tvKa",1.20008
"WorkFlow",3,"K12",1.90753
"WorkFlow",3,"K21",3.04044
"WorkFlow",3,"K13",0.135128
"WorkFlow",3,"K31",0.016103
"WorkFlow",4,"-2LL",12036.5847
"WorkFlow",4,"GAMMA",1.60265
"WorkFlow",4,"CMultStdev",1.00417
"WorkFlow",4,"tvVmax",3998.32
"WorkFlow",4,"tvKm",4002.17
"WorkFlow",4,"tvV",49.7753
"WorkFlow",4,"tvKa",1.20027
"WorkFlow",4,"K12",1.82238
"WorkFlow",4,"K21",3.07766
"WorkFlow",4,"K13",0.168685
"WorkFlow",4,"K31",0.0213331
"WorkFlow",5,"-2LL",9432.81004
"WorkFlow",5,"GAMMA",1.60582
"WorkFlow",5,"CMultStdev",1.01039
"WorkFlow",5,"tvVmax",3996.07
"WorkFlow",5,"tvKm",4005.09
"WorkFlow",5,"tvV",49.4161
"WorkFlow",5,"tvKa",1.20089
"WorkFlow",5,"K12",1.55206
"WorkFlow",5,"K21",3.2009
"WorkFlow",5,"K13",0.30299
"WorkFlow",5,"K31",0.0329198
"WorkFlow",6,"-2LL",7156.76076
"WorkFlow",6,"GAMMA",1.60915
"WorkFlow",6,"CMultStdev",1.0169
"WorkFlow",6,"tvVmax",3993.64
"WorkFlow",6,"tvKm",4008.16
"WorkFlow",6,"tvV",49.0413
"WorkFlow",6,"tvKa",1.20148
"WorkFlow",6,"K12",1.27935
"WorkFlow",6,"K21",3.33456
"WorkFlow",6,"K13",0.487573
"WorkFlow",6,"K31",0.0486857
"WorkFlow",7,"-2LL",7154.31756
"WorkFlow",7,"GAMMA",1.60902
"WorkFlow",7,"CMultStdev",1.01664
"WorkFlow",7,"tvVmax",3993.73
"WorkFlow",7,"tvKm",4008.05
"WorkFlow",7,"tvV",49.0531
"WorkFlow",7,"tvKa",1.20138
"WorkFlow",7,"K12",1.2888
"WorkFlow",7,"K21",3.32966
"WorkFlow",7,"K13",0.478992
"WorkFlow",7,"K31",0.0482633
"WorkFlow",8,"-2LL",7149.17534
"WorkFlow",8,"GAMMA",1.60904
"WorkFlow",8,"CMultStdev",1.01666
"WorkFlow",8,"tvVmax",3993.71
"WorkFlow",8,"tvKm",4008.08
"WorkFlow",8,"tvV",49.0469
"WorkFlow",8,"tvKa",1.20128
"WorkFlow",8,"K12",1.28604
"WorkFlow",8,"K21",3.33092
"WorkFlow",8,"K13",0.479218
"WorkFlow",8,"K31",0.0489863
"WorkFlow",9,"-2LL",7083.76226
"WorkFlow",9,"GAMMA",1.60909
"WorkFlow",9,"CMultStdev",1.01638
"WorkFlow",9,"tvVmax",3993.54
"WorkFlow",9,"tvKm",4008.34
"WorkFlow",9,"tvV",48.9635
"WorkFlow",9,"tvKa",1.19911
"WorkFlow",9,"K12",1.25887
"WorkFlow",9,"K21",3.34212
"WorkFlow",9,"K13",0.463487
"WorkFlow",9,"K31",0.0617352
"WorkFlow",10,"-2LL",6958.93954
"WorkFlow",10,"GAMMA",1.60891
"WorkFlow",10,"CMultStdev",1.01513
"WorkFlow",10,"tvVmax",3993.4
"WorkFlow",10,"tvKm",4008.67
"WorkFlow",10,"tvV",48.809
"WorkFlow",10,"tvKa",1.19414
"WorkFlow",10,"K12",1.2219
"WorkFlow",10,"K21",3.35516
"WorkFlow",10,"K13",0.411155
"WorkFlow",10,"K31",0.0934058
"WorkFlow",11,"-2LL",6936.87892
"WorkFlow",11,"GAMMA",1.60886
"WorkFlow",11,"CMultStdev",1.01479
"WorkFlow",11,"tvVmax",3993.36
"WorkFlow",11,"tvKm",4008.75
"WorkFlow",11,"tvV",48.7701
"WorkFlow",11,"tvKa",1.19287
"WorkFlow",11,"K12",1.21287
"WorkFlow",11,"K21",3.35829
"WorkFlow",11,"K13",0.397915
"WorkFlow",11,"K31",0.102516
"WorkFlow",12,"-2LL",6927.47416
"WorkFlow",12,"GAMMA",1.60877
"WorkFlow",12,"CMultStdev",1.01346
"WorkFlow",12,"tvVmax",3993.11
"WorkFlow",12,"tvKm",4009.22
"WorkFlow",12,"tvV",48.5817
"WorkFlow",12,"tvKa",1.18718
"WorkFlow",12,"K12",1.16065
"WorkFlow",12,"K21",3.37846
"WorkFlow",12,"K13",0.349673
"WorkFlow",12,"K31",0.149483
"WorkFlow",13,"-2LL",6894.48218
"WorkFlow",13,"GAMMA",1.60888
"WorkFlow",13,"CMultStdev",1.01342
"WorkFlow",13,"tvVmax",3992.98
"WorkFlow",13,"tvKm",4009.4
"WorkFlow",13,"tvV",48.539
"WorkFlow",13,"tvKa",1.18626
"WorkFlow",13,"K12",1.14244
"WorkFlow",13,"K21",3.38663
"WorkFlow",13,"K13",0.348915
"WorkFlow",13,"K31",0.158834
"WorkFlow",14,"-2LL",6894.42766
"WorkFlow",14,"GAMMA",1.60891
"WorkFlow",14,"CMultStdev",1.01276
"WorkFlow",14,"tvVmax",3992.79
"WorkFlow",14,"tvKm",4009.72
"WorkFlow",14,"tvV",48.431
"WorkFlow",14,"tvKa",1.1832
"WorkFlow",14,"K12",1.10781
"WorkFlow",14,"K21",3.40081
"WorkFlow",14,"K13",0.328822
"WorkFlow",14,"K31",0.189
"WorkFlow",15,"-2LL",6894.42766
"WorkFlow",15,"GAMMA",1.60891
"WorkFlow",15,"CMultStdev",1.01276
"WorkFlow",15,"tvVmax",3992.79
"WorkFlow",15,"tvKm",4009.72
