Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,GAMMA,1.02609243630216,,0.0323749737519185,3.15517126981188,0.962473420505101,1.08971145209922,
WorkFlow,CMultStdev,0.500355636141631,,0.017302011181211,3.4579426974444,0.466356012509716,0.534355259773546,
WorkFlow,tvVmax,2395.3845632891,,132.139902244823,5.51643791439407,2135.72070710336,2655.04841947484,
WorkFlow,tvKm,1605.97651467846,,72.559700324092,4.51810469585974,1463.39178993024,1748.56123942668,
WorkFlow,tvV,90.3977457222467,,4.91103865068833,5.43270035270331,80.7472222070086,100.048269237485,
WorkFlow,tvKa,1.83743852083196,,0.179173903013487,9.75128696727006,1.48534966807852,2.1895273735854,
WorkFlow,K12,0.158226202481288,,0.00501510668890443,3.16958039203243,0.148371178223656,0.16808122673892,
WorkFlow,K21,0.853327450133595,,0.025435617965608,2.98075703080052,0.803344738377232,0.903310161889958,
WorkFlow,K13,0.0300587619460477,,0.0021016164665628,6.99169337158654,0.0259289432715941,0.0341885806205013,
WorkFlow,K31,0.0179116144011352,,0.000624270586876262,3.48528375441522,0.0166848804234508,0.0191383483788196,
WorkFlow,CEps,0.496854796799418,,303.264872734417,61036.9215891552,-595.439156673807,596.432866267405,
