Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,0.00104813892543741,,,,,,,,,,
WorkFlow,-4.84737005782726e-05,0.00029935959091475,,,,,,,,,
WorkFlow,-0.0923182484356767,-0.203338456300883,17460.9537652713,,,,,,,,
WorkFlow,0.384557122140083,0.0991780898478936,-8835.79536341292,5264.91011112204,,,,,,,
WorkFlow,-0.0651124029696453,-0.000823472331731273,154.079028921917,-68.2433320118792,24.1183006285547,,,,,,
WorkFlow,-0.00059987382994256,-0.000246656889189572,-2.2829807415735,2.32209960509269,0.252105278644491,0.0321032875210863,,,,,
WorkFlow,8.97828556135619e-05,-3.43058668377894e-06,-0.22494539642922,0.165726229086261,-0.0135266039225532,-0.000134240651687084,2.5151295101094e-05,,,,
WorkFlow,-0.000350957009738401,1.66872836137702e-05,1.53658138822816,-0.732745468381335,0.0377420040331973,-0.000121679746914164,-7.39411545864327e-05,0.000646970661292358,,,
WorkFlow,2.33099343065045e-05,-9.05130874252827e-06,0.152754720724854,-0.0755161103802238,-0.000478511964530306,-1.37078291617488e-05,3.66879685767451e-06,-1.60825299172406e-05,4.41679177252789e-06,,
WorkFlow,2.37587759492173e-06,4.12866594548147e-07,0.0046294239456203,0.000556073379259319,5.42290124543589e-05,-1.86915565837943e-06,-6.43663936079834e-08,-4.23629320303889e-06,3.10657415979162e-08,3.89713765638833e-07,
WorkFlow,2.09016544461075,-0.0276741744291687,11186.9848149394,425.36158240338,-87.3670303203511,6.05045394406626,0.378144996019937,2.72345703979887,0.107681168598019,0.0311265319362237,91969.5830346222
