Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.080970902656899,0
WorkFlow,nV,0,0.292405999722094
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.117414606362981,0.236040497166311
