Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,,
WorkFlow,0.116517037260632,1,,,,,
WorkFlow,-0.860691308338436,-0.236561153674575,1,,,,
WorkFlow,-0.917832945209664,-0.213617217195474,0.977511161597269,1,,,
WorkFlow,0.248951695983791,0.0268298956376055,-0.334177752318785,-0.341051555603282,1,,
WorkFlow,0.438328396237374,0.204306574044978,-0.537558266382936,-0.560788222984884,0.550421396282771,1,
WorkFlow,0.384453819909742,-0.153292398672307,-0.121139204829211,-0.168249667153637,0.16398583191415,-0.22895725219645,1
