Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.0396307257239531,,,,,,
WorkFlow,0.00048758685151953,0.000441868538105005,,,,,
WorkFlow,-140.202250167067,-4.06894222643619,669550.144186242,,,,
WorkFlow,-44.6722647181937,-1.09784520223454,195556.202018617,59774.5933310831,,,
WorkFlow,0.143569262471989,0.00163378871098067,-792.135460217651,-241.55093190018,8.39190840406018,,
WorkFlow,0.00977388545384949,0.000481039242757929,-49.2684301491423,-15.3570863214485,0.17859829190483,0.0125459413135478,
WorkFlow,0.00815970064676067,-0.000343543070667561,-10.5679391921122,-4.38557519641989,0.0506466504201267,-0.00273413568578589,0.0113665342866882
