iteration,model number,run directory,ref run,status,fitness,model,ofv,success,covariance,correlation,ntheta,nomega,nsigm,condition num,r penalty,python penalty,translation messages,runtime errors
0,01,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\01,,Done,99999999.000000,0000,99999999,False,False,False,4,1,2,99999999,0,0,,
0,03,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\03,,Done,99999999.000000,0200,99999999,False,False,False,4,3,2,99999999,0,0,,
0,02,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\02,,Done,99999999.000000,0100,99999999,False,False,False,4,2,2,99999999,0,0,,
0,04,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\04,,Done,99999999.000000,0300,99999999,False,False,False,4,4,2,99999999,0,0,,
0,05,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\05,,Done,99999999.000000,0400,99999999,False,False,False,4,3,2,99999999,0,0,,
0,06,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\06,,Done,99999999.000000,0500,99999999,False,False,False,4,6,2,99999999,0,0,,
0,07,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\07,,Done,99999999.000000,1000,99999999,False,False,False,6,1,2,99999999,0,0,,
0,08,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\08,,Done,99999999.000000,1100,99999999,False,False,False,6,2,2,99999999,0,0,,
0,09,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\09,,Done,99999999.000000,1200,99999999,False,False,False,6,3,2,99999999,0,0,,
0,10,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\10,,Done,99999999.000000,1300,99999999,False,False,False,6,4,2,99999999,0,0,,
0,11,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\11,,Done,99999999.000000,1400,99999999,False,False,False,6,3,2,99999999,0,0,,
0,12,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\12,,Done,99999999.000000,1500,99999999,False,False,False,6,6,2,99999999,0,0,,
0,13,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\13,,Done,99999999.000000,2000,99999999,False,False,False,8,1,2,99999999,0,0,,
0,14,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\14,,Done,99999999.000000,2100,99999999,False,False,False,8,2,2,99999999,0,0,,
0,15,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\15,,Done,99999999.000000,2200,99999999,False,False,False,8,3,2,99999999,0,0,,
0,16,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\16,,Done,99999999.000000,2300,99999999,False,False,False,8,4,2,99999999,0,0,,
0,17,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\17,,Done,99999999.000000,2400,99999999,False,False,False,8,3,2,99999999,0,0,,
0,18,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\18,,Done,99999999.000000,2500,99999999,False,False,False,8,6,2,99999999,0,0,,
0,19,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\19,,Done,99999999.000000,0010,99999999,False,False,False,5,1,2,99999999,0,0,,
0,20,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\20,,Done,99999999.000000,0110,99999999,False,False,False,5,2,2,99999999,0,0,,
0,21,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\21,,Done,99999999.000000,0210,99999999,False,False,False,5,3,2,99999999,0,0,,
0,22,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\22,,Done,99999999.000000,0310,99999999,False,False,False,5,4,2,99999999,0,0,,
0,23,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\23,,Done,99999999.000000,0410,99999999,False,False,False,5,3,2,99999999,0,0,,
0,24,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\24,,Done,99999999.000000,0510,99999999,False,False,False,5,6,2,99999999,0,0,,
0,25,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\25,,Done,99999999.000000,1010,99999999,False,False,False,7,1,2,99999999,0,0,,
0,26,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\26,,Done,99999999.000000,1110,99999999,False,False,False,7,2,2,99999999,0,0,,
0,27,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\27,,Done,99999999.000000,1210,99999999,False,False,False,7,3,2,99999999,0,0,,
0,29,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\29,,Done,99999999.000000,1410,99999999,False,False,False,7,3,2,99999999,0,0,,
0,28,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\28,,Done,99999999.000000,1310,99999999,False,False,False,7,4,2,99999999,0,0,,
0,30,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\30,,Done,99999999.000000,1510,99999999,False,False,False,7,6,2,99999999,0,0,,
0,31,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\31,,Done,99999999.000000,2010,99999999,False,False,False,9,1,2,99999999,0,0,,
0,33,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\33,,Done,99999999.000000,2210,99999999,False,False,False,9,3,2,99999999,0,0,,
0,32,d:/git/adpoBenchmark/data/pydarwin_makedata/run\0\32,,Done,99999999.000000,2110,99999999,False,False,False,9,2,2,99999999,0,0,,
