    1              45.552506
    2              61.771742
    3              54.224025
    4              66.897937
    5              57.542755
    6              58.569890
    7              56.041091
    8              56.112632
    9              58.209864
   10              59.580132
   11              56.384797
   12              54.781305
   13              52.432300
   14              47.081795
   15              44.438306
   16              47.338957
   17              47.085316
   18              55.397589
   19              53.022745
   20              51.747279
   21              60.532976
   22              56.204643
   23              41.429208
   24              51.317632
   25              54.527773
   26              56.281687
   27              61.663506
   28              47.031374
   29              48.193352
   30              51.468722
   31              60.226712
   32              49.826064
   33              58.490790
   34              59.642771
   35              55.136589
   36              54.663993
   37              53.558701
   38              49.068991
   39              48.828515
   40              54.934601
   41              47.000035
   42              60.001855
   43              57.008402
   44              49.095327
   45              47.615409
   46              45.400550
   47              48.859226
   48              42.718812
   49              43.619596
   50              50.338871
   51              51.389750
   52              50.760133
   53              65.132744
   54              60.121094
   55              49.786974
   56              54.152110
   57              49.676040
   58              54.308984
   59              54.204831
   60              50.028816
 totlaplace, sumllbysub =    3188.4611210823136        3188.4611210823136     
