Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,1,,,,,,
WorkFlow,-0.0422320880560224,1,,,,,
WorkFlow,-0.0703688018287833,0.917999011525922,1,,,,
WorkFlow,-0.253514533704252,-0.376028611002372,-0.456799370249726,1,,,
WorkFlow,0.00952909816734754,-0.222445538477812,-0.349004428601337,0.399149792447786,1,,
WorkFlow,0.118715226029831,-0.104352547944395,-0.0692764031296383,-0.0909099378810977,-0.022932605780657,1,
WorkFlow,0.0531203078410966,0.435261175068904,0.427805234161923,-0.151917878879934,-0.140029488265919,-0.207637095622346,1
