Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,dVdWT,CEps
WorkFlow,0.0542472119099154,,,,,,,,,
WorkFlow,-0.000548624849554767,0.0011048905511106,,,,,,,,
WorkFlow,-26.3375496657328,0.58878199312841,94263.0185999093,,,,,,,
WorkFlow,-9.91246808746391,-0.424836510294168,13024.8902844634,4526.51870232344,,,,,,
WorkFlow,-0.213897765435423,0.0652704408602413,303.041102426453,-12.8858801556241,676.211839359274,,,,,
WorkFlow,-0.0111415967740691,0.000540699467977635,-24.5033915264511,-1.68111664702922,11.2379936598477,0.260730200155018,,,,
WorkFlow,-0.036761017882377,-0.000870181755268835,-20.739513999829,3.09924113017794,-18.3880520010345,-0.0733811525095103,1.59707522058016,,,
WorkFlow,-0.0694402619043612,-0.000210062354313994,-12.8602903054148,6.09510317407316,23.9951788168347,0.759463538047778,0.966235285633267,3.29336302212724,,
WorkFlow,-0.00205243414288417,-0.00222881045940357,-15.2695902714856,3.62768219356371,0.241823359270024,-0.0068661321452249,-0.0922944531229564,-0.0933382507905884,0.166900170150914,
WorkFlow,-0.0196908120777274,0.00493527606922377,61.2415706889692,-2.20698189117762,-13.3094751336645,-0.485489868175963,-0.763114904849026,-2.18967626090179,-0.0244926369956571,2.04973935266779
