Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,1,,,,,,,
WorkFlow,0.418530318541401,1,,,,,,
WorkFlow,-0.403594627522522,-0.270712667703461,1,,,,,
WorkFlow,-0.453181494262643,-0.473014907849313,0.0188356007625273,1,,,,
WorkFlow,-0.207839938106745,-0.38940761418334,-0.303966351628287,0.36931568810971,1,,,
WorkFlow,-0.178214936984776,-0.181711687531479,-0.14642789670194,0.217370326089918,0.374479805301477,1,,
WorkFlow,0.0126148474643716,-0.073210523710416,-0.161343720458918,-0.0283993071154431,0.0980120545353957,0.90267485876096,1,
WorkFlow,-0.130247581099674,-0.304765073720452,-0.0545294291331741,0.116922729159917,0.195837926577795,0.901385577239892,0.873386869807467,1
