Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.000694279996491662,,,,,
WorkFlow,-0.868990561509923,297499.984773933,,,,
WorkFlow,-0.630814468930881,124192.625740983,61111.8374587989,,,
WorkFlow,-0.018570712921794,-777.846615808779,-406.122288928295,9.69363442083498,,
WorkFlow,3.35513409855539e-05,-17.2136786400813,-10.8495101440782,0.150634032083443,0.0109952869569282,
WorkFlow,0.000302461098867844,14.820598978675,6.71717214636293,-0.0362553441447893,-0.000614592443703999,0.00416017811465054
