Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,-0.0604650281213249,1,,,,
WorkFlow,-0.0968437613650642,0.92106369509945,1,,,
WorkFlow,-0.226369510450303,-0.458043974183929,-0.527655945181828,1,,
WorkFlow,0.012143371246211,-0.300972581232857,-0.418546943891399,0.46139884030529,1,
WorkFlow,0.177969769049839,0.42127561349033,0.421277093054301,-0.18053971432181,-0.0908715570986249,1
