Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3194.574330,6389.148660,6407.148660,6444.712735,9,480,60,0.137240,24090.176920
