Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,1,,,,,,
WorkFlow,-0.131049725493254,1,,,,,
WorkFlow,-0.0119469956596529,0.921021064238794,1,,,,
WorkFlow,-0.302760148803879,-0.399465893893376,-0.628935854790961,1,,,
WorkFlow,-0.295990394186516,-0.257002283456477,-0.419736197637223,0.797210171353722,1,,
WorkFlow,0.167522032154187,-0.0867006447735416,-0.104714048946936,-0.142516198567434,-0.292562076493818,1,
WorkFlow,-0.0207219034543639,0.193693119299508,0.195536010569543,-0.0315329390375838,0.0429879508984324,0.157569261238248,1
