Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0987779083955006,0
WorkFlow,nV,0,0.156984698193881
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.066116536889997,0.0991602856783205
