Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,CEps
WorkFlow,1,,,,,,,,,,
WorkFlow,0.206410481867845,1,,,,,,,,,
WorkFlow,-0.3749252512784,-0.106104510495708,1,,,,,,,,
WorkFlow,-0.824935030742818,-0.125254250529193,0.730642979475509,1,,,,,,,
WorkFlow,0.19588546777147,0.442038317475919,-0.480525871734175,-0.38492235879463,1,,,,,,
WorkFlow,-0.0643568007693542,0.123947026105005,-0.328242771755769,-0.136836317171652,0.763902307949456,1,,,,,
WorkFlow,0.110505072057347,-0.121143862176814,-0.731862190370724,-0.460420805476964,0.323250897707591,0.293723932778774,1,,,,
WorkFlow,0.0351075630922632,-0.0101484281009226,-0.655701020451583,-0.393279289379021,0.68063498293873,0.738661979290945,0.830008327939559,1,,,
WorkFlow,0.0133113526846443,-0.167305328721633,0.264093106807082,0.151397573780216,-0.806833357394457,-0.926466901384625,-0.194115174444202,-0.706036112924472,1,,
WorkFlow,0.338609939748017,-0.118000297072951,0.169276537913499,-0.173884601989574,-0.54408772698762,-0.691460317150082,-0.265752097840391,-0.637531048633676,0.77708735543135,1,
WorkFlow,-0.0675908394545516,-0.165270807397231,-0.161360394659192,-0.241514551740166,0.177975974546525,0.192695501360088,0.0292737860423536,0.198518033654093,-0.287487177910215,-0.0810504045615083,1
