"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",15456.75532
"WorkFlow",1,"GAMMA",1.60178
"WorkFlow",1,"CMultStdev",1.00133
"WorkFlow",1,"tvVmax",3999.12
"WorkFlow",1,"tvKm",4001.33
"WorkFlow",1,"tvV",49.9482
"WorkFlow",1,"tvKa",1.2
"WorkFlow",1,"K12",1.95205
"WorkFlow",1,"K21",3.02115
"WorkFlow",1,"K13",0.119606
"WorkFlow",1,"K31",0.00496769
"WorkFlow",2,"-2LL",13636.49892
"WorkFlow",2,"GAMMA",1.60212
"WorkFlow",2,"CMultStdev",1.00171
"WorkFlow",2,"tvVmax",3998.84
"WorkFlow",2,"tvKm",4001.73
"WorkFlow",2,"tvV",49.929
"WorkFlow",2,"tvKa",1.19999
"WorkFlow",2,"K12",1.93751
"WorkFlow",2,"K21",3.02743
"WorkFlow",2,"K13",0.124463
"WorkFlow",2,"K31",0.0123902
"WorkFlow",3,"-2LL",13168.30274
"WorkFlow",3,"GAMMA",1.60272
"WorkFlow",3,"CMultStdev",1.0024
"WorkFlow",3,"tvVmax",3998.37
"WorkFlow",3,"tvKm",4002.38
"WorkFlow",3,"tvV",49.8934
"WorkFlow",3,"tvKa",1.20004
"WorkFlow",3,"K12",1.91007
"WorkFlow",3,"K21",3.03933
"WorkFlow",3,"K13",0.134707
"WorkFlow",3,"K31",0.0156987
"WorkFlow",4,"-2LL",12221.26226
"WorkFlow",4,"GAMMA",1.60467
"WorkFlow",4,"CMultStdev",1.0046
"WorkFlow",4,"tvVmax",3996.86
"WorkFlow",4,"tvKm",4004.44
"WorkFlow",4,"tvV",49.7792
"WorkFlow",4,"tvKa",1.20021
"WorkFlow",4,"K12",1.82104
"WorkFlow",4,"K21",3.07826
"WorkFlow",4,"K13",0.170654
"WorkFlow",4,"K31",0.0211274
"WorkFlow",5,"-2LL",9674.37422
"WorkFlow",5,"GAMMA",1.61028
"WorkFlow",5,"CMultStdev",1.01095
"WorkFlow",5,"tvVmax",3992.55
"WorkFlow",5,"tvKm",4010.33
"WorkFlow",5,"tvV",49.4533
"WorkFlow",5,"tvKa",1.20066
"WorkFlow",5,"K12",1.57009
"WorkFlow",5,"K21",3.19224
"WorkFlow",5,"K13",0.297174
"WorkFlow",5,"K31",0.0317304
"WorkFlow",6,"-2LL",7205.07426
"WorkFlow",6,"GAMMA",1.61589
"WorkFlow",6,"CMultStdev",1.01734
"WorkFlow",6,"tvVmax",3988.21
"WorkFlow",6,"tvKm",4016.24
"WorkFlow",6,"tvV",49.1278
"WorkFlow",6,"tvKa",1.20108
"WorkFlow",6,"K12",1.32596
"WorkFlow",6,"K21",3.31054
"WorkFlow",6,"K13",0.460911
"WorkFlow",6,"K31",0.0451023
"WorkFlow",7,"-2LL",7139.85398
"WorkFlow",7,"GAMMA",1.61681
"WorkFlow",7,"CMultStdev",1.01837
"WorkFlow",7,"tvVmax",3987.49
"WorkFlow",7,"tvKm",4017.22
"WorkFlow",7,"tvV",49.0734
"WorkFlow",7,"tvKa",1.20112
"WorkFlow",7,"K12",1.28662
"WorkFlow",7,"K21",3.33039
"WorkFlow",7,"K13",0.49103
"WorkFlow",7,"K31",0.0482559
"WorkFlow",8,"-2LL",7136.77284
"WorkFlow",8,"GAMMA",1.61671
"WorkFlow",8,"CMultStdev",1.01825
"WorkFlow",8,"tvVmax",3987.56
"WorkFlow",8,"tvKm",4017.13
"WorkFlow",8,"tvV",49.0765
"WorkFlow",8,"tvKa",1.20104
"WorkFlow",8,"K12",1.28998
"WorkFlow",8,"K21",3.32859
"WorkFlow",8,"K13",0.487196
"WorkFlow",8,"K31",0.0482451
"WorkFlow",9,"-2LL",7129.04184
"WorkFlow",9,"GAMMA",1.61653
"WorkFlow",9,"CMultStdev",1.01799
"WorkFlow",9,"tvVmax",3987.67
"WorkFlow",9,"tvKm",4016.96
"WorkFlow",9,"tvV",49.077
"WorkFlow",9,"tvKa",1.20072
"WorkFlow",9,"K12",1.29499
"WorkFlow",9,"K21",3.32565
"WorkFlow",9,"K13",0.478121
"WorkFlow",9,"K31",0.0490095
"WorkFlow",10,"-2LL",7115.10074
"WorkFlow",10,"GAMMA",1.61629
"WorkFlow",10,"CMultStdev",1.01757
"WorkFlow",10,"tvVmax",3987.77
"WorkFlow",10,"tvKm",4016.79
"WorkFlow",10,"tvV",49.0661
"WorkFlow",10,"tvKa",1.19998
"WorkFlow",10,"K12",1.29817
"WorkFlow",10,"K21",3.32308
"WorkFlow",10,"K13",0.463405
"WorkFlow",10,"K31",0.0516033
"WorkFlow",11,"-2LL",7090.42738
"WorkFlow",11,"GAMMA",1.61607
"WorkFlow",11,"CMultStdev",1.01702
"WorkFlow",11,"tvVmax",3987.79
"WorkFlow",11,"tvKm",4016.72
"WorkFlow",11,"tvV",49.0299
"WorkFlow",11,"tvKa",1.19849
"WorkFlow",11,"K12",1.29397
"WorkFlow",11,"K21",3.32325
"WorkFlow",11,"K13",0.442521
"WorkFlow",11,"K31",0.057856
"WorkFlow",12,"-2LL",7041.43296
"WorkFlow",12,"GAMMA",1.61607
"WorkFlow",12,"CMultStdev",1.01653
"WorkFlow",12,"tvVmax",3987.57
"WorkFlow",12,"tvKm",4016.95
"WorkFlow",12,"tvV",48.9547
"WorkFlow",12,"tvKa",1.19622
"WorkFlow",12,"K12",1.27307
"WorkFlow",12,"K21",3.33083
"WorkFlow",12,"K13",0.421801
"WorkFlow",12,"K31",0.069388
"WorkFlow",13,"-2LL",6938.05502
"WorkFlow",13,"GAMMA",1.61661
"WorkFlow",13,"CMultStdev",1.01593
"WorkFlow",13,"tvVmax",3986.62
"WorkFlow",13,"tvKm",4018.08
"WorkFlow",13,"tvV",48.7437
"WorkFlow",13,"tvKa",1.19078
"WorkFlow",13,"K12",1.20037
"WorkFlow",13,"K21",3.36089
"WorkFlow",13,"K13",0.390796
"WorkFlow",13,"K31",0.10349
"WorkFlow",14,"-2LL",6916.70828
"WorkFlow",14,"GAMMA",1.61668
"WorkFlow",14,"CMultStdev",1.01503
"WorkFlow",14,"tvVmax",3986.17
"WorkFlow",14,"tvKm",4018.56
"WorkFlow",14,"tvV",48.6063
"WorkFlow",14,"tvKa",1.18668
"WorkFlow",14,"K12",1.16056
"WorkFlow",14,"K21",3.37615
"WorkFlow",14,"K13",0.358498
"WorkFlow",14,"K31",0.131549
"WorkFlow",15,"-2LL",6915.52846
"WorkFlow",15,"GAMMA",1.61692
"WorkFlow",15,"CMultStdev",1.01394
"WorkFlow",15,"tvVmax",3985.45
"WorkFlow",15,"tvKm",4019.36
"WorkFlow",15,"tvV",48.414
"WorkFlow",15,"tvKa",1.18119
"WorkFlow",15,"K12",1.10082
"WorkFlow",15,"K21",3.40021
"WorkFlow",15,"K13",0.321955
"WorkFlow",15,"K31",0.175213
"WorkFlow",16,"-2LL",6914.8418
"WorkFlow",16,"GAMMA",1.61691
"WorkFlow",16,"CMultStdev",1.01413
"WorkFlow",16,"tvVmax",3985.56
"WorkFlow",16,"tvKm",4019.24
"WorkFlow",16,"tvV",48.4454
