Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3377.251650,6754.503300,6788.503300,6859.457664,17,480,60,0.087240,7549548.465190
