Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,dVdWT,CEps
WorkFlow,0.00142575427931555,,,,,,,,
WorkFlow,15.3750848036838,2198854.12631778,,,,,,,
WorkFlow,2.7268968070903,750211.881068375,269884.914562617,,,,,,
WorkFlow,0.09291830883696,-3462.68985720023,-1501.03362254119,121.7293618264,,,,,
WorkFlow,-0.0018366342078476,-188.333454026939,-62.4621035763446,1.18764674989285,0.048399683455855,,,,
WorkFlow,0.00251022483648009,92.9419740157839,23.7311023417311,-3.15444066372086,-0.0413710475037567,0.136540066128298,,,
WorkFlow,-0.484757209533588,-26504.9077860706,-7448.74642209976,597.235587767691,8.57544567224238,-24.5298664376602,4729.99413306311,,
WorkFlow,-0.000373560066899223,40.8017724919659,17.4982464977826,-0.539506741924166,-0.00883082174331788,0.00635449341549383,-2.99633717982882,0.135393922528788,
WorkFlow,-0.000206182160586044,7.91760502717126,2.00734456180632,-0.269271564087484,-0.00239973553707933,0.00441595734975815,-2.17643179873807,0.00390671738988773,0.0104577752059689
