Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,CEps
WorkFlow,0.0428218390070225,,,,,,,,
WorkFlow,-0.000207939186460173,0.00121700834844254,,,,,,,
WorkFlow,-20.2481772821023,-0.324637889868372,68036.0243133916,,,,,,
WorkFlow,-8.81726515305479,-0.521628396916047,11069.6887026986,3970.43959951676,,,,,
WorkFlow,-0.425034502920375,0.00210684665118734,-453.063699921647,-37.4728357657306,544.15844753129,,,,
WorkFlow,-0.009650432826963,-0.000905689705685404,-23.3944953274425,-1.51272782352971,10.4524893250678,0.226417074716866,,,
WorkFlow,-0.0092306121309909,-0.00101451822038409,-12.6326587888963,1.81793420717086,-8.94856829759895,-0.0908490692790832,0.567188711136832,,
WorkFlow,-0.0272168490865604,-0.00243629178581174,-30.8002141922326,0.730852836069691,17.9053617954417,0.414727012144259,0.0464628189175569,0.875925375850735,
WorkFlow,0.148309530885079,-0.0349921914443573,204.900818642927,29.2154494649311,-53.1280930959177,-1.06958870856452,0.0241565584954541,-2.41630846139468,28.3976805975671
