Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.0683362506810773,0.720565068373853,-0.116847204328475,0.176244308829193,0.998072,0.326864,0.994402,0.943287
WorkFlow,2,-0.10801108406614,-0.156696010711794,0.183210879868968,-0.264048733420653,0.995631,0.343103,0.987848,0.891105
WorkFlow,3,-0.0521341383963184,0.327209014772615,0.0866220705319456,-0.342422583982531,0.996716,0.338299,0.990718,0.876999
WorkFlow,4,-0.0420915025298791,-0.0936508857792285,0.0717638768740512,-0.153170144480891,0.998322,0.326341,0.995128,0.900623
WorkFlow,5,-0.00701710356309955,0.51865708530545,0.0124721524635817,-0.097613576070908,0.999146,0.318208,0.997479,0.909469
WorkFlow,6,0.134874212514145,0.46585442901904,-0.224961147513258,0.129810621262642,0.99186,0.360076,0.977663,0.916163
WorkFlow,7,-0.000956728219342921,0.847127252318046,0.00179867705500555,-0.0799373428248785,0.999733,0.309174,0.999196,0.906158
WorkFlow,8,-0.00324703447842515,0.679899665462776,0.00561927065503077,-0.280243640530234,0.999655,0.312396,0.998966,0.881066
WorkFlow,9,-0.059981638306916,0.0532560396509598,0.103379167751276,-0.210498117566073,0.997831,0.33017,0.993776,0.892246
WorkFlow,10,-0.0725111459314989,0.154912296079907,0.123585162196791,-0.378267526802592,0.996918,0.337263,0.991268,0.874215
WorkFlow,11,-0.0809822034566844,-0.242950900171909,0.137091244817864,-0.402749203511798,0.997841,0.330662,0.993795,0.866521
WorkFlow,12,0.0178449724374983,0.61567337904716,-0.0306984875149495,-0.0512216929307471,0.999275,0.317427,0.997851,0.893251
WorkFlow,13,0.205340372333883,0.331057395342483,-0.341278222851654,-0.0366792035019731,0.982136,0.392661,0.952793,0.914583
WorkFlow,14,0.25058849071294,0.808075168350526,-0.403638079844776,0.385328820577944,0.980793,0.395682,0.949493,0.936174
WorkFlow,15,0.0351899788010747,0.590788013049557,-0.0610076635068678,-0.0867753908337491,0.999532,0.313239,0.9986,0.904466
WorkFlow,16,0.0102105637095639,0.862551116562798,-0.0175127098117546,0.0157440062106418,0.999554,0.312475,0.998665,0.901396
WorkFlow,17,0.0538354322566695,0.31649184299403,-0.0900905080602849,0.238154654112553,0.996377,0.338629,0.989761,0.925873
WorkFlow,18,-0.09691802092244,-0.217378352374253,0.165220662012044,-0.326687779091868,0.997114,0.335926,0.991813,0.887483
WorkFlow,19,0.00210201210003127,0.677904498599011,-0.00358559040497524,-0.252634595619977,0.999656,0.311745,0.998965,0.87659
WorkFlow,20,0.0165303840952251,0.696577689562991,-0.0286094713250501,-0.198295151328566,0.999536,0.31445,0.998612,0.885654
WorkFlow,21,-0.0400751935823978,0.153215015113905,0.0691496737414864,-0.329205113529252,0.998748,0.323828,0.996347,0.870454
WorkFlow,22,-0.0888247925953253,-0.069741509989407,0.151509096781073,-0.365097283896325,0.997886,0.329632,0.993929,0.8793
WorkFlow,23,0.0332716075441756,1.06877469985672,-0.0577169456570222,0.525644770720869,0.999763,0.307392,0.999284,0.956186
WorkFlow,24,0.0589787037439458,0.954539594210852,-0.100185728908513,-0.129215649652583,0.997236,0.334505,0.992068,0.902369
WorkFlow,25,0.00646535634071825,0.500455118804183,-0.0105918316246711,0.212170013041129,0.999231,0.316539,0.997728,0.926537
WorkFlow,26,0.00125251898505622,0.678153992754515,-0.00167924391109335,0.0894247618932854,0.999191,0.317011,0.997604,0.923828
WorkFlow,27,-0.0471872204596365,0.181536998198492,0.0808448109516166,-0.36497351464118,0.997075,0.337001,0.991689,0.872497
WorkFlow,28,0.0521246152348344,0.985059834749911,-0.0891791494469547,0.13911255853672,0.998446,0.324598,0.995461,0.904164
WorkFlow,29,0.024631039521865,0.823204154013201,-0.0424803947454916,-0.0456022308338198,0.999138,0.318704,0.99745,0.89976
WorkFlow,30,-0.00892945117904794,0.435255915688808,0.015694558380364,-0.0344677333331823,0.998936,0.321112,0.996873,0.905832
WorkFlow,31,0.00806535169969643,0.143418401633739,-0.0135617602864553,0.0907615333065417,0.998605,0.323436,0.995921,0.923665
WorkFlow,32,0.0123577516519093,1.20708369014735,-0.0214917684066257,0.0965458556317742,0.999852,0.306622,0.999551,0.908973
WorkFlow,33,-0.0275169713936223,0.0223163703148439,0.0427922081601763,-0.29989385655285,0.996269,0.340856,0.989474,0.881617
WorkFlow,34,-0.0022622158142924,0.184570632033428,0.00240405326997691,-0.177849762977555,0.996285,0.340074,0.989543,0.897711
WorkFlow,35,-0.0537818047130214,0.440920952529817,0.0913672192398505,-0.323797665526766,0.99625,0.340768,0.989438,0.881969
WorkFlow,36,-0.0539086608496658,0.260677750985417,0.0927821971139798,-0.321909750966449,0.997275,0.334754,0.992249,0.882397
WorkFlow,37,-0.0200864865254248,0.633805728584618,0.0347673502521546,-0.325962455721077,0.998935,0.321135,0.996864,0.88896
WorkFlow,38,-0.00869457936130855,0.57838322840034,0.0149760432350875,-0.295460014039506,0.999072,0.320185,0.997266,0.875677
WorkFlow,39,0.0125763779184784,0.874326107316156,-0.0218298905935538,0.321622081828629,0.999848,0.305864,0.999539,0.933488
WorkFlow,40,-0.066276104060345,0.0932462889877373,0.11396787260952,-0.358740237322951,0.998393,0.326657,0.995326,0.873124
WorkFlow,41,0.0245751320230683,0.571065421066212,-0.042161217375059,0.0611886366309781,0.99846,0.323899,0.995504,0.920584
WorkFlow,42,-0.079973191914182,0.0940310849804394,0.135594552209333,-0.336765452164999,0.996494,0.341089,0.990127,0.866622
WorkFlow,43,-0.00825551142797967,0.363433113387446,0.0145774752961137,0.072618668093611,0.998943,0.319538,0.996892,0.928225
WorkFlow,44,9.90514804962734e-05,1.04774615697953,-0.000131293764279085,-0.128011082263458,0.999871,0.306897,0.999608,0.894483
WorkFlow,45,0.0452861902539955,0.831479074691811,-0.0777467255099803,0.151572324008211,0.998748,0.321279,0.996319,0.930386
WorkFlow,46,0.0128773123186985,0.692543273146365,-0.0226652101638138,-0.222623311002899,0.998579,0.324188,0.995846,0.898437
WorkFlow,47,0.0106830739896062,0.430188128597681,-0.0180113389258963,0.0151929830371285,0.998697,0.322461,0.996191,0.90538
WorkFlow,48,0.00590194651891013,0.882510756222436,-0.0101714744310339,0.0374192488842162,0.999814,0.307421,0.999436,0.919307
WorkFlow,49,-0.0102969227960715,0.639676068357594,0.0180137473610761,-0.0696508656207787,0.999113,0.319114,0.997381,0.898098
WorkFlow,50,-0.0333000737125371,0.41304468046019,0.0576792491737915,-0.428373726910494,0.999369,0.317778,0.998122,0.860898
WorkFlow,51,0.163284080260983,0.0665050449010622,-0.270481027443412,-0.128491117332113,0.987783,0.377623,0.967137,0.898397
WorkFlow,52,0.00170677213244501,0.65171407352374,-0.00291843503340724,-0.13924336625375,0.998605,0.322892,0.995923,0.909151
WorkFlow,53,-0.0543361410104336,0.101984402251043,0.0930189333693751,-0.249247966603319,0.997588,0.332408,0.993101,0.89049
WorkFlow,54,-0.0213671181263799,0.734108974954548,0.0376168816524819,-0.219829987366756,0.998595,0.32292,0.995896,0.909178
WorkFlow,55,-0.0356014816773446,-0.0883314011798227,0.0615455581532952,-0.0493079844444872,0.998019,0.329298,0.994293,0.899252
WorkFlow,56,-0.010433144421906,0.392536839802204,0.0182197992086231,-0.256626647312172,0.999717,0.311009,0.999147,0.886298
WorkFlow,57,-0.00494547968893902,0.475116090652533,0.00901953878047887,-0.0933361842308491,0.998072,0.327398,0.994426,0.907916
WorkFlow,58,-0.00952922311767616,0.824705687684219,0.0169917612335933,-0.239238970425797,0.998931,0.321341,0.996858,0.886541
WorkFlow,59,-0.0124001200169786,0.261160980933506,0.0211994518101266,-0.120901563093116,0.998313,0.327044,0.995095,0.895874
WorkFlow,60,-0.00459196679111463,0.547737229425168,0.00831005540009121,-0.17974743948256,0.998782,0.322914,0.99643,0.892853
