"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",14119.48176
"WorkFlow",1,"GAMMA",1.63127
"WorkFlow",1,"CMultStdev",1.00095
"WorkFlow",1,"tvVmax",4102.08
"WorkFlow",1,"tvKm",4090.91
"WorkFlow",1,"tvV",50.558
"WorkFlow",1,"tvKa",1.28188
"WorkFlow",1,"K12",2.01249
"WorkFlow",1,"K21",3.01554
"WorkFlow",1,"K13",0.114033
"WorkFlow",1,"K31",0.0135392
"WorkFlow",1,"dVdWT",1.15558
"WorkFlow",2,"-2LL",13763.93698
"WorkFlow",2,"GAMMA",1.6904
"WorkFlow",2,"CMultStdev",1.10545
"WorkFlow",2,"tvVmax",4367.63
"WorkFlow",2,"tvKm",4273.72
"WorkFlow",2,"tvV",51.5806
"WorkFlow",2,"tvKa",1.45581
"WorkFlow",2,"K12",2.03931
"WorkFlow",2,"K21",3.09636
"WorkFlow",2,"K13",0.154185
"WorkFlow",2,"K31",0.00548202
"WorkFlow",2,"dVdWT",1.29517
"WorkFlow",3,"-2LL",12802.21698
"WorkFlow",3,"GAMMA",1.70368
"WorkFlow",3,"CMultStdev",1.13199
"WorkFlow",3,"tvVmax",4427.94
"WorkFlow",3,"tvKm",4314.72
"WorkFlow",3,"tvV",51.7686
"WorkFlow",3,"tvKa",1.49439
"WorkFlow",3,"K12",2.02009
"WorkFlow",3,"K21",3.12617
"WorkFlow",3,"K13",0.173371
"WorkFlow",3,"K31",0.0267193
"WorkFlow",3,"dVdWT",1.32706
"WorkFlow",4,"-2LL",12070.30828
"WorkFlow",4,"GAMMA",1.70002
"WorkFlow",4,"CMultStdev",1.1229
"WorkFlow",4,"tvVmax",4408.57
"WorkFlow",4,"tvKm",4302.61
"WorkFlow",4,"tvV",51.6858
"WorkFlow",4,"tvKa",1.48266
"WorkFlow",4,"K12",2.00395
"WorkFlow",4,"K21",3.12592
"WorkFlow",4,"K13",0.175816
"WorkFlow",4,"K31",0.0172496
"WorkFlow",4,"dVdWT",1.31686
"WorkFlow",5,"-2LL",11813.40278
"WorkFlow",5,"GAMMA",1.70061
"WorkFlow",5,"CMultStdev",1.12213
"WorkFlow",5,"tvVmax",4408.27
"WorkFlow",5,"tvKm",4303.65
"WorkFlow",5,"tvV",51.6562
"WorkFlow",5,"tvKa",1.4832
"WorkFlow",5,"K12",1.97645
"WorkFlow",5,"K21",3.13729
"WorkFlow",5,"K13",0.186343
"WorkFlow",5,"K31",0.0160959
"WorkFlow",5,"dVdWT",1.31674
"WorkFlow",6,"-2LL",9276.43206
"WorkFlow",6,"GAMMA",1.71288
"WorkFlow",6,"CMultStdev",1.122
"WorkFlow",6,"tvVmax",4426.32
"WorkFlow",6,"tvKm",4331.83
"WorkFlow",6,"tvV",51.3433
"WorkFlow",6,"tvKa",1.50412
"WorkFlow",6,"K12",1.62558
"WorkFlow",6,"K21",3.29643
"WorkFlow",6,"K13",0.357533
"WorkFlow",6,"K31",0.0105148
"WorkFlow",6,"dVdWT",1.32683
"WorkFlow",7,"-2LL",7507.55548
"WorkFlow",7,"GAMMA",1.73168
"WorkFlow",7,"CMultStdev",1.12823
"WorkFlow",7,"tvVmax",4463.91
"WorkFlow",7,"tvKm",4377.94
"WorkFlow",7,"tvV",50.9847
"WorkFlow",7,"tvKa",1.53986
"WorkFlow",7,"K12",1.20458
"WorkFlow",7,"K21",3.51375
"WorkFlow",7,"K13",0.663588
"WorkFlow",7,"K31",0.00856885
"WorkFlow",7,"dVdWT",1.34739
"WorkFlow",8,"-2LL",7372.64314
"WorkFlow",8,"GAMMA",1.73938
"WorkFlow",8,"CMultStdev",1.13134
"WorkFlow",8,"tvVmax",4480.22
"WorkFlow",8,"tvKm",4397.13
"WorkFlow",8,"tvV",50.847
"WorkFlow",8,"tvKa",1.55472
"WorkFlow",8,"K12",1.05031
"WorkFlow",8,"K21",3.60177
"WorkFlow",8,"K13",0.808288
"WorkFlow",8,"K31",0.00827382
"WorkFlow",8,"dVdWT",1.35625
"WorkFlow",9,"-2LL",7363.91754
"WorkFlow",9,"GAMMA",1.73831
"WorkFlow",9,"CMultStdev",1.13052
"WorkFlow",9,"tvVmax",4477.35
"WorkFlow",9,"tvKm",4394.3
"WorkFlow",9,"tvV",50.8568
"WorkFlow",9,"tvKa",1.55234
"WorkFlow",9,"K12",1.06588
"WorkFlow",9,"K21",3.59202
"WorkFlow",9,"K13",0.790525
"WorkFlow",9,"K31",0.00804376
"WorkFlow",9,"dVdWT",1.35467
"WorkFlow",10,"-2LL",7357.16996
"WorkFlow",10,"GAMMA",1.73806
"WorkFlow",10,"CMultStdev",1.12972
"WorkFlow",10,"tvVmax",4475.73
"WorkFlow",10,"tvKm",4393.4
"WorkFlow",10,"tvV",50.8444
"WorkFlow",10,"tvKa",1.55128
"WorkFlow",10,"K12",1.06105
"WorkFlow",10,"K21",3.59371
"WorkFlow",10,"K13",0.791349
"WorkFlow",10,"K31",0.00757582
"WorkFlow",10,"dVdWT",1.35376
"WorkFlow",11,"-2LL",7328.782
"WorkFlow",11,"GAMMA",1.73769
"WorkFlow",11,"CMultStdev",1.12246
"WorkFlow",11,"tvVmax",4463.86
"WorkFlow",11,"tvKm",4389.63
"WorkFlow",11,"tvV",50.6793
"WorkFlow",11,"tvKa",1.54475
"WorkFlow",11,"K12",0.970934
"WorkFlow",11,"K21",3.63603
"WorkFlow",11,"K13",0.843382
"WorkFlow",11,"K31",0.00353935
"WorkFlow",11,"dVdWT",1.34694
"WorkFlow",12,"-2LL",7305.23256
"WorkFlow",12,"GAMMA",1.73876
"WorkFlow",12,"CMultStdev",1.12519
"WorkFlow",12,"tvVmax",4469.69
"WorkFlow",12,"tvKm",4393.2
"WorkFlow",12,"tvV",50.7153
"WorkFlow",12,"tvKa",1.54865
"WorkFlow",12,"K12",0.981227
"WorkFlow",12,"K21",3.63331
"WorkFlow",12,"K13",0.844805
"WorkFlow",12,"K31",0.00465928
