Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,
WorkFlow,0.268002306164766,1,,,,
WorkFlow,0.240529217645181,0.972921269458822,1,,,
WorkFlow,-0.261327291970564,-0.636484854870631,-0.707243496388082,1,,
WorkFlow,-0.230088065360048,-0.569351431630584,-0.622848731599851,0.636866500655964,1,
WorkFlow,-0.133029216407767,-0.317021822577799,-0.302617084725648,0.220262854099675,0.170627087253619,1
