"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",14965.7276
"WorkFlow",1,"GAMMA",1.60116
"WorkFlow",1,"CMultStdev",1.00127
"WorkFlow",1,"tvVmax",3999.46
"WorkFlow",1,"tvKm",4000.81
"WorkFlow",1,"tvV",49.946
"WorkFlow",1,"tvKa",1.20002
"WorkFlow",1,"K12",1.95099
"WorkFlow",1,"K21",3.02162
"WorkFlow",1,"K13",0.11989
"WorkFlow",1,"K31",0.00498583
"WorkFlow",1,"dVdWT",1.09975
"WorkFlow",2,"-2LL",13290.3526
"WorkFlow",2,"GAMMA",1.60135
"WorkFlow",2,"CMultStdev",1.00162
"WorkFlow",2,"tvVmax",3999.3
"WorkFlow",2,"tvKm",4001.01
"WorkFlow",2,"tvV",49.9258
"WorkFlow",2,"tvKa",1.20001
"WorkFlow",2,"K12",1.9361
"WorkFlow",2,"K21",3.02805
"WorkFlow",2,"K13",0.124678
"WorkFlow",2,"K31",0.0124498
"WorkFlow",2,"dVdWT",1.09966
"WorkFlow",3,"-2LL",12842.39062
"WorkFlow",3,"GAMMA",1.60167
"WorkFlow",3,"CMultStdev",1.00226
"WorkFlow",3,"tvVmax",3999.05
"WorkFlow",3,"tvKm",4001.3
"WorkFlow",3,"tvV",49.8874
"WorkFlow",3,"tvKa",1.20007
"WorkFlow",3,"K12",1.9074
"WorkFlow",3,"K21",3.0405
"WorkFlow",3,"K13",0.135139
"WorkFlow",3,"K31",0.0160488
"WorkFlow",3,"dVdWT",1.09948
"WorkFlow",4,"-2LL",12004.8047
"WorkFlow",4,"GAMMA",1.60262
"WorkFlow",4,"CMultStdev",1.00419
"WorkFlow",4,"tvVmax",3998.32
"WorkFlow",4,"tvKm",4002.15
"WorkFlow",4,"tvV",49.7736
"WorkFlow",4,"tvKa",1.20026
"WorkFlow",4,"K12",1.82105
"WorkFlow",4,"K21",3.07825
"WorkFlow",4,"K13",0.169153
"WorkFlow",4,"K31",0.0213068
"WorkFlow",4,"dVdWT",1.09896
"WorkFlow",5,"-2LL",9370.76172
"WorkFlow",5,"GAMMA",1.6057
"WorkFlow",5,"CMultStdev",1.01041
"WorkFlow",5,"tvVmax",3995.93
"WorkFlow",5,"tvKm",4004.92
"WorkFlow",5,"tvV",49.4093
"WorkFlow",5,"tvKa",1.20082
"WorkFlow",5,"K12",1.54806
"WorkFlow",5,"K21",3.20257
"WorkFlow",5,"K13",0.304874
"WorkFlow",5,"K31",0.0329549
"WorkFlow",5,"dVdWT",1.09727
"WorkFlow",6,"-2LL",7139.49028
"WorkFlow",6,"GAMMA",1.60897
"WorkFlow",6,"CMultStdev",1.01699
"WorkFlow",6,"tvVmax",3993.38
"WorkFlow",6,"tvKm",4007.89
"WorkFlow",6,"tvV",49.0274
"WorkFlow",6,"tvKa",1.20136
"WorkFlow",6,"K12",1.27142
"WorkFlow",6,"K21",3.33826
"WorkFlow",6,"K13",0.492906
"WorkFlow",6,"K31",0.0490153
"WorkFlow",6,"dVdWT",1.09549
"WorkFlow",7,"-2LL",7138.0612
"WorkFlow",7,"GAMMA",1.60866
"WorkFlow",7,"CMultStdev",1.01636
"WorkFlow",7,"tvVmax",3993.61
"WorkFlow",7,"tvKm",4007.62
"WorkFlow",7,"tvV",49.0607
"WorkFlow",7,"tvKa",1.20123
"WorkFlow",7,"K12",1.29605
"WorkFlow",7,"K21",3.32564
"WorkFlow",7,"K13",0.472658
"WorkFlow",7,"K31",0.0473718
"WorkFlow",7,"dVdWT",1.09565
"WorkFlow",8,"-2LL",7127.93806
"WorkFlow",8,"GAMMA",1.6088
"WorkFlow",8,"CMultStdev",1.01664
"WorkFlow",8,"tvVmax",3993.5
"WorkFlow",8,"tvKm",4007.75
"WorkFlow",8,"tvV",49.0422
"WorkFlow",8,"tvKa",1.20121
"WorkFlow",8,"K12",1.28369
"WorkFlow",8,"K21",3.33186
"WorkFlow",8,"K13",0.481305
"WorkFlow",8,"K31",0.0485651
"WorkFlow",8,"dVdWT",1.09556
"WorkFlow",9,"-2LL",7123.76304
"WorkFlow",9,"GAMMA",1.60882
"WorkFlow",9,"CMultStdev",1.01665
"WorkFlow",9,"tvVmax",3993.47
"WorkFlow",9,"tvKm",4007.77
"WorkFlow",9,"tvV",49.0361
"WorkFlow",9,"tvKa",1.2011
"WorkFlow",9,"K12",1.28104
"WorkFlow",9,"K21",3.33306
"WorkFlow",9,"K13",0.481436
"WorkFlow",9,"K31",0.0492869
"WorkFlow",9,"dVdWT",1.09553
"WorkFlow",10,"-2LL",7078.3497
"WorkFlow",10,"GAMMA",1.60885
"WorkFlow",10,"CMultStdev",1.01643
"WorkFlow",10,"tvVmax",3993.3
"WorkFlow",10,"tvKm",4007.93
"WorkFlow",10,"tvV",48.9712
"WorkFlow",10,"tvKa",1.19945
"WorkFlow",10,"K12",1.25946
"WorkFlow",10,"K21",3.34198
"WorkFlow",10,"K13",0.470225
"WorkFlow",10,"K31",0.0589473
"WorkFlow",10,"dVdWT",1.0952
"WorkFlow",11,"-2LL",6984.30934
"WorkFlow",11,"GAMMA",1.60869
"WorkFlow",11,"CMultStdev",1.01548
"WorkFlow",11,"tvVmax",3993.08
"WorkFlow",11,"tvKm",4008.09
"WorkFlow",11,"tvV",48.8527
"WorkFlow",11,"tvKa",1.19575
"WorkFlow",11,"K12",1.23005
"WorkFlow",11,"K21",3.35246
"WorkFlow",11,"K13",0.432077
"WorkFlow",11,"K31",0.0816724
"WorkFlow",11,"dVdWT",1.09458
"WorkFlow",12,"-2LL",6914.09256
"WorkFlow",12,"GAMMA",1.60852
"WorkFlow",12,"CMultStdev",1.01462
"WorkFlow",12,"tvVmax",3992.93
"WorkFlow",12,"tvKm",4008.18
"WorkFlow",12,"tvV",48.7627
"WorkFlow",12,"tvKa",1.19277
"WorkFlow",12,"K12",1.21007
"WorkFlow",12,"K21",3.3591
"WorkFlow",12,"K13",0.40006
"WorkFlow",12,"K31",0.102213
"WorkFlow",12,"dVdWT",1.09411
"WorkFlow",13,"-2LL",6896.77698
"WorkFlow",13,"GAMMA",1.60846
"WorkFlow",13,"CMultStdev",1.01424
"WorkFlow",13,"tvVmax",3992.86
"WorkFlow",13,"tvKm",4008.23
"WorkFlow",13,"tvV",48.7216
"WorkFlow",13,"tvKa",1.19145
"WorkFlow",13,"K12",1.20004
