Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,Omega
WorkFlow,nVmax,0.471565391911183,0,0,0
WorkFlow,nKm,0,0.375715881651354,0,0
WorkFlow,nV,0,0,0.363887276554571,0
WorkFlow,nKa,0,0,0,0.382291522313515
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0,0
WorkFlow,nKm,0,1,0,0
WorkFlow,nV,0,0,1,0
WorkFlow,nKa,0,0,0,1
WorkFlow,Shrinkage,0.395549469517923,0.170223705428434,0.5171102072174,0.623144598264732
