Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,1,,,,,,
WorkFlow,0.0529226372659072,1,,,,,
WorkFlow,0.103261589574449,0.90101579860003,1,,,,
WorkFlow,-0.146183125906489,-0.566306959740867,-0.633950004759758,1,,,
WorkFlow,-0.301455025054069,-0.209098875366193,-0.384846644657235,0.602631921591637,1,,
WorkFlow,-0.00065832479973732,0.0502374895063767,-0.0291708967867723,-0.226988508013675,0.0810879230131548,1,
WorkFlow,-0.0256862671941546,0.095391088122556,0.0880867943636979,0.00551524894496729,-0.0610515032048738,0.0552389609811551,1
