Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,0.000431907682728298,,,,,,
WorkFlow,0.610846297522445,308453.715817208,,,,,
WorkFlow,0.51139801442056,119248.294360735,56787.0794239172,,,,
WorkFlow,-0.00962012422286015,-995.943893659457,-478.374197991901,10.0271137568956,,,
WorkFlow,-0.000741190453350887,-13.7391075990562,-10.849864031611,0.225762563740578,0.0139966353812966,,
WorkFlow,-9.57519773307005e-06,19.5269764494382,-4.86504227138989,-0.503041612405189,0.00671398044401594,0.48980604600368,
WorkFlow,-5.94027524884538e-05,5.89539507655394,2.33585392702682,0.00194340448042863,-0.000803745019126021,0.00430197299985317,0.0123828387294713
