Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,1,,,,,,
WorkFlow,0.324595110011819,1,,,,,
WorkFlow,-0.865354579213612,-0.267127886742761,1,,,,
WorkFlow,-0.920339479385356,-0.239123947750075,0.958396400442144,1,,,
WorkFlow,0.304735306718518,-0.180701479893242,-0.537537887353332,-0.575040897531445,1,,
WorkFlow,0.223930161443333,-0.175458899800462,-0.382182172848543,-0.413827575608629,0.804984177554839,1,
WorkFlow,0.698649987515433,0.375320243401603,-0.572219174551119,-0.578320383256724,0.225800626933389,0.215682033509831,1
