Scenario,ID,nVmax,nVmax_shrinkage
WorkFlow,1,0.0859381759818754,0.133099
WorkFlow,2,0.14048997543301,0.125015
WorkFlow,3,-0.0749212456395563,0.135417
WorkFlow,4,-0.0556333889339154,0.132303
WorkFlow,5,0.0239317256007632,0.133337
WorkFlow,6,0.0604093316258808,0.140055
WorkFlow,7,-0.008037826780119,0.126077
WorkFlow,8,0.202994615470877,0.134688
WorkFlow,9,0.0596624581529137,0.1337
WorkFlow,10,0.27845789225669,0.128511
WorkFlow,11,-0.0111064553670461,0.140947
WorkFlow,12,0.180674255899698,0.12659
WorkFlow,13,-0.11017487055304,0.135641
WorkFlow,14,0.250979210109263,0.133131
WorkFlow,15,-0.563929695418395,0.137985
WorkFlow,16,0.209232306142765,0.1279
WorkFlow,17,-0.703348183288663,0.145178
WorkFlow,18,0.227565522496005,0.131965
WorkFlow,19,-0.44942546158827,0.140682
WorkFlow,20,0.290475445915418,0.124578
WorkFlow,21,0.647398655910233,0.124224
WorkFlow,22,0.226225084043733,0.135554
WorkFlow,23,-0.0457487787332894,0.129716
WorkFlow,24,0.145210630330893,0.134233
WorkFlow,25,0.429332341041608,0.135087
WorkFlow,26,0.0604799591984721,0.121185
WorkFlow,27,0.180151088414474,0.141698
WorkFlow,28,-0.370238294073363,0.144801
WorkFlow,29,-0.485782924431505,0.137412
WorkFlow,30,0.309979537000278,0.124001
WorkFlow,31,-0.424495263033997,0.132583
WorkFlow,32,0.328266570076206,0.127542
WorkFlow,33,-0.637311005170596,0.135425
WorkFlow,34,-0.0286497444201849,0.132891
WorkFlow,35,0.066556311481482,0.125501
WorkFlow,36,0.364610189261129,0.13558
WorkFlow,37,-0.0541622801857274,0.13502
WorkFlow,38,-0.827425577729384,0.152048
WorkFlow,39,0.461467812709152,0.120982
WorkFlow,40,0.698245830591306,0.119965
WorkFlow,41,-0.304618340798701,0.132375
WorkFlow,42,-0.620291503472447,0.142427
WorkFlow,43,-0.25922854482764,0.127371
WorkFlow,44,0.135903485502361,0.122518
WorkFlow,45,0.533820845075911,0.117905
WorkFlow,46,0.068032668253961,0.128815
WorkFlow,47,-0.0251844122910789,0.138391
WorkFlow,48,0.150872028496113,0.136806
WorkFlow,49,0.453587645569601,0.118848
WorkFlow,50,0.188539694324016,0.123912
WorkFlow,51,-0.527513018729425,0.144065
WorkFlow,52,0.0180696656782117,0.134129
WorkFlow,53,-0.264626278337355,0.143177
WorkFlow,54,-0.764834043457167,0.161126
WorkFlow,55,-0.160703406216678,0.137914
WorkFlow,56,0.346187722914895,0.122939
WorkFlow,57,0.578353993456065,0.125682
WorkFlow,58,-0.154798158184828,0.133917
WorkFlow,59,-0.747945634593933,0.15679
WorkFlow,60,0.361161357244886,0.127376
