"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7348.77844
"WorkFlow",1,"GAMMA",1.47688
"WorkFlow",1,"CMultStdev",0.971177
"WorkFlow",1,"tvVmax",4093.31
"WorkFlow",1,"tvKm",3860.06
"WorkFlow",1,"tvV",49.41
"WorkFlow",1,"tvKa",1.19642
"WorkFlow",2,"-2LL",7286.20856
"WorkFlow",2,"GAMMA",1.41935
"WorkFlow",2,"CMultStdev",0.945776
"WorkFlow",2,"tvVmax",4145.67
"WorkFlow",2,"tvKm",3805.18
"WorkFlow",2,"tvV",49.3198
"WorkFlow",2,"tvKa",1.19272
"WorkFlow",3,"-2LL",7085.63514
"WorkFlow",3,"GAMMA",1.12575
"WorkFlow",3,"CMultStdev",0.667137
"WorkFlow",3,"tvVmax",4719.84
"WorkFlow",3,"tvKm",3324
"WorkFlow",3,"tvV",50.1478
"WorkFlow",3,"tvKa",1.16227
"WorkFlow",4,"-2LL",7031.06472
"WorkFlow",4,"GAMMA",1.21409
"WorkFlow",4,"CMultStdev",0.590353
"WorkFlow",4,"tvVmax",4971.65
"WorkFlow",4,"tvKm",3103.13
"WorkFlow",4,"tvV",49.7475
"WorkFlow",4,"tvKa",1.19326
"WorkFlow",5,"-2LL",7002.45754
"WorkFlow",5,"GAMMA",1.59194
"WorkFlow",5,"CMultStdev",0.402462
"WorkFlow",5,"tvVmax",6045.03
"WorkFlow",5,"tvKm",2274.11
"WorkFlow",5,"tvV",40.5367
"WorkFlow",5,"tvKa",1.38933
"WorkFlow",6,"-2LL",6942.52244
"WorkFlow",6,"GAMMA",1.44903
"WorkFlow",6,"CMultStdev",0.523935
"WorkFlow",6,"tvVmax",5661.06
"WorkFlow",6,"tvKm",2487.31
"WorkFlow",6,"tvV",42.4801
"WorkFlow",6,"tvKa",1.31701
"WorkFlow",7,"-2LL",6926.77032
"WorkFlow",7,"GAMMA",1.43668
"WorkFlow",7,"CMultStdev",0.484074
"WorkFlow",7,"tvVmax",5928.11
"WorkFlow",7,"tvKm",2244.22
"WorkFlow",7,"tvV",40.8785
"WorkFlow",7,"tvKa",1.31687
"WorkFlow",8,"-2LL",6916.08214
"WorkFlow",8,"GAMMA",1.51802
"WorkFlow",8,"CMultStdev",0.468279
"WorkFlow",8,"tvVmax",6318.69
"WorkFlow",8,"tvKm",1912.25
