Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,1,-3432.965590,6865.931180,6881.931180,6915.321469,8,480,60,0.054710,28864.825650
