Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.017599348855509,,,,,,
WorkFlow,0.000945067865390831,0.000481665396157072,,,,,
WorkFlow,-61.687562760201,-3.15026557589558,288742.313164622,,,,
WorkFlow,-19.5237636933075,-0.839195189550824,82350.7540101547,25570.215060893,,,
WorkFlow,0.110278929858016,-0.0108182222957064,-787.926603555207,-250.834570804558,7.44119930667907,,
WorkFlow,0.00554985706588006,-0.000719397675558032,-38.3660020716092,-12.3625346565781,0.410232173110017,0.0349013165701951,
WorkFlow,0.0232409136194183,0.00206547505165261,-77.1015063620551,-23.1889418126408,0.154451401253318,0.0101036923878662,0.0628768073599125
