Scenario,CMultStdev,tvVmax,tvKm,tvV,tvKa,dVdWT,CEps
WorkFlow,1,,,,,,
WorkFlow,0.0697376351452181,1,,,,,
WorkFlow,-0.0896490915395697,0.948812814733773,1,,,,
WorkFlow,0.594288658727616,-0.19574686272375,-0.402291140855011,1,,,
WorkFlow,-0.0721050934889413,-0.634855402719043,-0.633871157473216,0.223059835796801,1,,
WorkFlow,0.0360117169597108,0.0239045632357317,0.041003229616508,-0.0544970678392133,-0.0691882147585075,1,
WorkFlow,-0.0467277057973689,-0.190402480445516,-0.160798973416663,-0.00920713473012646,0.141023922477967,-0.115672669635484,1
