Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.361227410169563,0
WorkFlow,nV,0,0.295275409433129
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.281431692241719,0.246845366030575
