Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.503925515635237,,0.0313345391147152,6.21808940855387,0.442351367678093,0.565499663592381,
WorkFlow,tvVmax,5954.50984240341,,8139.36048447697,136.692367632257,-10039.7955122382,21948.815197045,
WorkFlow,tvKm,2814.56211467264,,4519.46158429675,160.574235002179,-6066.43643007476,11695.56065942,
WorkFlow,tvV,66.0901846753264,,8.90778846372241,13.4782320665053,48.5858747243112,83.5944946263416,
WorkFlow,tvKa,1.21016739113538,,0.147718186501833,12.2064259526315,0.919892769947371,1.50044201232339,
WorkFlow,K12,0.143487692885472,,0.133166786027553,92.8071135228605,-0.118192600410663,0.405167986181607,
WorkFlow,K21,0.413270915912157,,0.606523918062821,146.761820082142,-0.778583010313566,1.60512484213788,
WorkFlow,K13,0.0368464323012645,,0.0202716901871169,55.0166974684853,-0.00298858956879518,0.0766814541713242,
WorkFlow,K31,0.0470376191670892,,0.0131108238384934,27.8730600541676,0.021274106133884,0.0728011322002944,
WorkFlow,dVdWT,1.3438227788889,,0.628146385062073,46.7432458304835,0.1094794776851,2.5781660800927,
WorkFlow,CEps,0.49998324831674,,3.94903961138638,789.834384388147,-7.26010374163155,8.26007023826503,
