Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.383728829161973,-0.367859921915352,-0.25691498253459,0.0725490799374928,0.268933,0.241349,0.726812,0.494595
WorkFlow,2,-0.540796824224799,0.0332961004029014,0.301525018623891,-0.15965854812169,0.402172,0.254494,0.727452,0.461827
WorkFlow,3,-0.119422667696626,-0.584205418520223,-0.10325364975315,-0.863378191817211,0.241028,0.22923,0.672252,0.334157
WorkFlow,4,-0.549613041947031,-0.229713866131468,0.384425971635731,0.280675904745802,0.411299,0.242222,0.716442,0.531388
WorkFlow,5,-0.15702351930918,0.301813981986284,0.160942886133868,0.285800431475576,0.401756,0.241354,0.685445,0.541877
WorkFlow,6,-0.145712038981262,-0.187886374157133,0.282095220525535,0.427967245081386,0.347283,0.20943,0.674347,0.529065
WorkFlow,7,-0.0389830743427807,0.693144679074922,0.0391142719019364,0.359844516360623,0.433364,0.24821,0.669694,0.549582
WorkFlow,8,-0.0448293797491618,0.241155327974,0.0641862266407525,-0.369047854033281,0.395677,0.262618,0.672459,0.409532
WorkFlow,9,-0.313634587882428,0.154397253579674,0.203615790823908,0.268951134804353,0.397442,0.247133,0.700957,0.522074
WorkFlow,10,-0.367836667446313,-0.0255864766649403,0.213826559885003,-0.624731489062585,0.358548,0.267834,0.70906,0.380089
WorkFlow,11,-0.240214658514899,-0.476370125582174,0.0779602986836924,-0.639450807716926,0.357136,0.243592,0.693806,0.373225
WorkFlow,12,0.0431651960505351,-0.0402933284480947,0.018837000760721,0.180416388872693,0.357238,0.223887,0.680086,0.463228
WorkFlow,13,0.285275900610817,-0.585925924058652,-0.0762399152080199,-0.0306577209567314,0.253132,0.268613,0.75244,0.463835
WorkFlow,14,0.212503388453208,-0.130297113959756,-0.135820588296042,0.622794451926797,0.267739,0.238759,0.758922,0.571966
WorkFlow,15,0.495355209825364,-0.489919292761491,-0.399649053218335,-0.188009772681373,0.279368,0.247431,0.69032,0.421324
WorkFlow,16,0.239323291825591,0.307414805426403,-0.08706161653596,0.222776445043454,0.386462,0.214738,0.656145,0.482805
WorkFlow,17,0.16091420991971,-0.450135179302024,-0.27507786109602,0.429256141995836,0.259486,0.217744,0.691107,0.525108
