Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,nVmax,0.0662902828113944,0,0,0
WorkFlow,nKm,0,0.0520040903527297,0,0
WorkFlow,nV,0,0,0.136131076881827,0
WorkFlow,nKa,0,0,0,0.224761708686438
