Scenario,Label,nVmax,nKm,nV,nKa
WorkFlow,Omega
WorkFlow,nVmax,0.136752327653805,0,0,0
WorkFlow,nKm,0,0.16697664027345,0,0
WorkFlow,nV,0,0,0.125879656619617,0
WorkFlow,nKa,0,0,0,0.462482490449126
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0,0
WorkFlow,nKm,0,1,0,0
WorkFlow,nV,0,0,1,0
WorkFlow,nKa,0,0,0,1
WorkFlow,Shrinkage,0.195127002079495,0.146962226567711,0.443547081365945,0.281926775886846
