Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.103995960552058,0.0309356637589178
WorkFlow,nV,0.0309356637589178,0.167947072796272
WorkFlow,Correlation
WorkFlow,nVmax,1,0.234080363951656
WorkFlow,nV,0.234080363951656,1
WorkFlow,Shrinkage,0.169077729855159,0.123564954305096
