Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.098479275788665,0
WorkFlow,nV,0,0.184389163847948
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.125447382374233,0.10600606270099
