Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,CEps
WorkFlow,0.00884273279313814,,,,,,
WorkFlow,0.000464033782790401,0.000360367563530579,,,,,
WorkFlow,-42.8579257648011,-2.96667395823787,428698.884976259,,,,
WorkFlow,-15.2823025893588,-1.0998938789282,126281.660597767,40421.5212763904,,,
WorkFlow,0.0694328057860362,-0.00341915936055408,-1212.2598860419,-371.841811979166,12.4934045816986,,
WorkFlow,0.00255501894783716,1.7390620946148e-05,-44.3056967146103,-13.7649329415799,0.294108147492108,0.0172173021758552,
WorkFlow,-0.0143480883227495,-0.0120010274017835,416.187000120411,128.447339468828,-0.46035522421825,-0.0731253441896334,4.72615436443298
