"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",7533.91144
"WorkFlow",1,"GAMMA",1.48192
"WorkFlow",1,"CMultStdev",0.966908
"WorkFlow",1,"tvVmax",4108.3
"WorkFlow",1,"tvKm",3844.1
"WorkFlow",1,"tvV",50.0266
"WorkFlow",1,"tvKa",1.19271
"WorkFlow",2,"-2LL",7373.45702
"WorkFlow",2,"GAMMA",1.36027
"WorkFlow",2,"CMultStdev",0.935667
"WorkFlow",2,"tvVmax",4214.57
"WorkFlow",2,"tvKm",3702.01
"WorkFlow",2,"tvV",49.9526
"WorkFlow",2,"tvKa",1.18411
"WorkFlow",3,"-2LL",7155.62194
"WorkFlow",3,"GAMMA",1.40605
"WorkFlow",3,"CMultStdev",0.333567
"WorkFlow",3,"tvVmax",6181.92
"WorkFlow",3,"tvKm",3551.87
"WorkFlow",3,"tvV",55.874
"WorkFlow",3,"tvKa",0.919279
"WorkFlow",4,"-2LL",7081.06518
"WorkFlow",4,"GAMMA",1.36629
"WorkFlow",4,"CMultStdev",0.351777
"WorkFlow",4,"tvVmax",7402.67
"WorkFlow",4,"tvKm",3443.33
"WorkFlow",4,"tvV",55.8689
"WorkFlow",4,"tvKa",0.779426
"WorkFlow",5,"-2LL",6999.82434
"WorkFlow",5,"GAMMA",1.4404
"WorkFlow",5,"CMultStdev",0.368443
"WorkFlow",5,"tvVmax",9925.15
"WorkFlow",5,"tvKm",2928.23
"WorkFlow",5,"tvV",48.4795
"WorkFlow",5,"tvKa",0.922736
"WorkFlow",6,"-2LL",6988.82592
"WorkFlow",6,"GAMMA",1.39713
"WorkFlow",6,"CMultStdev",0.358773
"WorkFlow",6,"tvVmax",10191.6
"WorkFlow",6,"tvKm",3066.73
"WorkFlow",6,"tvV",43.6103
"WorkFlow",6,"tvKa",0.942022
"WorkFlow",7,"-2LL",6983.00236
"WorkFlow",7,"GAMMA",1.43134
"WorkFlow",7,"CMultStdev",0.36186
"WorkFlow",7,"tvVmax",11717.3
"WorkFlow",7,"tvKm",3633.22
"WorkFlow",7,"tvV",37.5492
"WorkFlow",7,"tvKa",0.788169
"WorkFlow",8,"-2LL",6972.32714
"WorkFlow",8,"GAMMA",1.33154
"WorkFlow",8,"CMultStdev",0.375826
"WorkFlow",8,"tvVmax",13863.8
"WorkFlow",8,"tvKm",4988.76
"WorkFlow",8,"tvV",40.0343
"WorkFlow",8,"tvKa",0.88343
"WorkFlow",9,"-2LL",6970.86494
"WorkFlow",9,"GAMMA",1.34002
"WorkFlow",9,"CMultStdev",0.375072
"WorkFlow",9,"tvVmax",14095.6
"WorkFlow",9,"tvKm",4900
"WorkFlow",9,"tvV",41.7923
"WorkFlow",9,"tvKa",0.862426
"WorkFlow",10,"-2LL",6929.15516
"WorkFlow",10,"GAMMA",1.42954
"WorkFlow",10,"CMultStdev",0.416634
"WorkFlow",10,"tvVmax",11567.4
"WorkFlow",10,"tvKm",3275.72
"WorkFlow",10,"tvV",40.3496
"WorkFlow",10,"tvKa",0.805674
"WorkFlow",11,"-2LL",6922.44748
"WorkFlow",11,"GAMMA",1.51789
"WorkFlow",11,"CMultStdev",0.47169
"WorkFlow",11,"tvVmax",6719.08
"WorkFlow",11,"tvKm",1506.24
"WorkFlow",11,"tvV",38.7191
"WorkFlow",11,"tvKa",0.789728
"WorkFlow",12,"-2LL",6907.19058
"WorkFlow",12,"GAMMA",1.45447
"WorkFlow",12,"CMultStdev",0.529192
"WorkFlow",12,"tvVmax",7086.04
"WorkFlow",12,"tvKm",1968.87
"WorkFlow",12,"tvV",38.1568
"WorkFlow",12,"tvKa",0.843995
"WorkFlow",13,"-2LL",6900.04198
"WorkFlow",13,"GAMMA",1.44673
"WorkFlow",13,"CMultStdev",0.510972
"WorkFlow",13,"tvVmax",7697.31
"WorkFlow",13,"tvKm",2113.26
"WorkFlow",13,"tvV",45.565
"WorkFlow",13,"tvKa",0.868525
"WorkFlow",14,"-2LL",6894.0177
"WorkFlow",14,"GAMMA",1.48
"WorkFlow",14,"CMultStdev",0.509479
"WorkFlow",14,"tvVmax",6011.73
"WorkFlow",14,"tvKm",1634.91
"WorkFlow",14,"tvV",45.0098
"WorkFlow",14,"tvKa",0.88138
"WorkFlow",15,"-2LL",6891.79786
"WorkFlow",15,"GAMMA",1.50081
"WorkFlow",15,"CMultStdev",0.505952
"WorkFlow",15,"tvVmax",5208.86
"WorkFlow",15,"tvKm",1401.63
"WorkFlow",15,"tvV",44.7118
"WorkFlow",15,"tvKa",0.8986
"WorkFlow",16,"-2LL",6889.1915
"WorkFlow",16,"GAMMA",1.52956
"WorkFlow",16,"CMultStdev",0.492158
"WorkFlow",16,"tvVmax",4487.11
"WorkFlow",16,"tvKm",1207.53
"WorkFlow",16,"tvV",43.042
"WorkFlow",16,"tvKa",0.933291
"WorkFlow",17,"-2LL",6887.4041
"WorkFlow",17,"GAMMA",1.5362
"WorkFlow",17,"CMultStdev",0.482073
"WorkFlow",17,"tvVmax",4680.25
"WorkFlow",17,"tvKm",1274.48
"WorkFlow",17,"tvV",41.8034
"WorkFlow",17,"tvKa",0.95082
"WorkFlow",18,"-2LL",6886.31624
"WorkFlow",18,"GAMMA",1.55825
"WorkFlow",18,"CMultStdev",0.482707
"WorkFlow",18,"tvVmax",4368.53
"WorkFlow",18,"tvKm",1174.04
"WorkFlow",18,"tvV",42.7439
"WorkFlow",18,"tvKa",0.97339
"WorkFlow",19,"-2LL",6885.37096
"WorkFlow",19,"GAMMA",1.59257
"WorkFlow",19,"CMultStdev",0.485675
"WorkFlow",19,"tvVmax",4161.95
"WorkFlow",19,"tvKm",1074.62
"WorkFlow",19,"tvV",43.6133
"WorkFlow",19,"tvKa",0.988512
"WorkFlow",20,"-2LL",6884.70874
"WorkFlow",20,"GAMMA",1.62897
"WorkFlow",20,"CMultStdev",0.490113
"WorkFlow",20,"tvVmax",3924.44
"WorkFlow",20,"tvKm",994.54
"WorkFlow",20,"tvV",44.29
"WorkFlow",20,"tvKa",0.994127
"WorkFlow",21,"-2LL",6884.41386
"WorkFlow",21,"GAMMA",1.66689
"WorkFlow",21,"CMultStdev",0.488864
"WorkFlow",21,"tvVmax",3744.28
"WorkFlow",21,"tvKm",924.107
"WorkFlow",21,"tvV",44.203
"WorkFlow",21,"tvKa",1.00033
"WorkFlow",22,"-2LL",6884.30884
"WorkFlow",22,"GAMMA",1.67025
"WorkFlow",22,"CMultStdev",0.48869
"WorkFlow",22,"tvVmax",3839.69
"WorkFlow",22,"tvKm",951.65
"WorkFlow",22,"tvV",44.0566
"WorkFlow",22,"tvKa",0.994131
"WorkFlow",23,"-2LL",6884.26706
"WorkFlow",23,"GAMMA",1.66909
"WorkFlow",23,"CMultStdev",0.488769
"WorkFlow",23,"tvVmax",3780.95
"WorkFlow",23,"tvKm",936.852
"WorkFlow",23,"tvV",44.1243
"WorkFlow",23,"tvKa",0.996109
"WorkFlow",24,"-2LL",6884.26524
"WorkFlow",24,"GAMMA",1.66971
"WorkFlow",24,"CMultStdev",0.488638
"WorkFlow",24,"tvVmax",3768.7
"WorkFlow",24,"tvKm",932.908
"WorkFlow",24,"tvV",44.1618
"WorkFlow",24,"tvKa",0.996301
"WorkFlow",25,"-2LL",6884.25576
"WorkFlow",25,"GAMMA",1.66633
"WorkFlow",25,"CMultStdev",0.48872
"WorkFlow",25,"tvVmax",3792.33
"WorkFlow",25,"tvKm",937.719
"WorkFlow",25,"tvV",44.2856
"WorkFlow",25,"tvKa",0.995991
"WorkFlow",26,"-2LL",6884.25212
"WorkFlow",26,"GAMMA",1.66527
"WorkFlow",26,"CMultStdev",0.488877
"WorkFlow",26,"tvVmax",3798.29
"WorkFlow",26,"tvKm",940.361
"WorkFlow",26,"tvV",44.3335
"WorkFlow",26,"tvKa",0.996255
"WorkFlow",27,"-2LL",6884.25156
"WorkFlow",27,"GAMMA",1.66551
"WorkFlow",27,"CMultStdev",0.4889
"WorkFlow",27,"tvVmax",3795.75
"WorkFlow",27,"tvKm",940.928
"WorkFlow",27,"tvV",44.2866
"WorkFlow",27,"tvKa",0.99589
"WorkFlow",28,"-2LL",6884.25024
"WorkFlow",28,"GAMMA",1.66474
"WorkFlow",28,"CMultStdev",0.488885
"WorkFlow",28,"tvVmax",3808.61
"WorkFlow",28,"tvKm",943.851
"WorkFlow",28,"tvV",44.2697
"WorkFlow",28,"tvKa",0.994879
