Scenario,RetCode,LogLik,-2LL,AIC,BIC,nParm,nObs,nSub,EpsShrinkage,Condition
WorkFlow,3,-3359.053460,6718.106920,6748.106920,6810.713712,15,480,60,0.145250,29956260751.164799
