"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",15170.07404
"WorkFlow",1,"GAMMA",1.60125
"WorkFlow",1,"CMultStdev",1.00104
"WorkFlow",1,"tvVmax",3999.48
"WorkFlow",1,"tvKm",4000.59
"WorkFlow",1,"tvV",49.9547
"WorkFlow",1,"tvKa",1.24669
"WorkFlow",1,"K12",2.21497
"WorkFlow",1,"K21",3.01737
"WorkFlow",1,"K13",0.11547
"WorkFlow",1,"K31",0.0104041
"WorkFlow",2,"-2LL",14715.02864
"WorkFlow",2,"GAMMA",1.60163
"WorkFlow",2,"CMultStdev",1.00153
"WorkFlow",2,"tvVmax",3999.17
"WorkFlow",2,"tvKm",4001.14
"WorkFlow",2,"tvV",49.927
"WorkFlow",2,"tvKa",1.24671
"WorkFlow",2,"K12",2.19554
"WorkFlow",2,"K21",3.02614
"WorkFlow",2,"K13",0.122433
"WorkFlow",2,"K31",0.0135295
"WorkFlow",3,"-2LL",13991.42834
"WorkFlow",3,"GAMMA",1.60279
"WorkFlow",3,"CMultStdev",1.0031
"WorkFlow",3,"tvVmax",3998.17
"WorkFlow",3,"tvKm",4002.22
"WorkFlow",3,"tvV",49.8312
"WorkFlow",3,"tvKa",1.2473
"WorkFlow",3,"K12",2.13305
"WorkFlow",3,"K21",3.05536
"WorkFlow",3,"K13",0.14682
"WorkFlow",3,"K31",0.0182886
"WorkFlow",4,"-2LL",12626.99068
"WorkFlow",4,"GAMMA",1.60505
"WorkFlow",4,"CMultStdev",1.00683
"WorkFlow",4,"tvVmax",3995.84
"WorkFlow",4,"tvKm",4004.49
"WorkFlow",4,"tvV",49.604
"WorkFlow",4,"tvKa",1.24892
"WorkFlow",4,"K12",1.98719
"WorkFlow",4,"K21",3.12544
"WorkFlow",4,"K13",0.213069
"WorkFlow",4,"K31",0.024521
"WorkFlow",5,"-2LL",9791.78866
"WorkFlow",5,"GAMMA",1.78962
"WorkFlow",5,"CMultStdev",1.02095
"WorkFlow",5,"tvVmax",3991.17
"WorkFlow",5,"tvKm",4047.48
"WorkFlow",5,"tvV",49.2752
"WorkFlow",5,"tvKa",1.43596
"WorkFlow",5,"K12",1.74759
"WorkFlow",5,"K21",3.31883
"WorkFlow",5,"K13",0.405757
"WorkFlow",5,"K31",0.042355
"WorkFlow",6,"-2LL",7450.82954
"WorkFlow",6,"GAMMA",1.79947
"WorkFlow",6,"CMultStdev",1.02784
"WorkFlow",6,"tvVmax",3995.32
"WorkFlow",6,"tvKm",4058.98
"WorkFlow",6,"tvV",49.0769
"WorkFlow",6,"tvKa",1.44526
"WorkFlow",6,"K12",1.56448
"WorkFlow",6,"K21",3.42841
"WorkFlow",6,"K13",0.556365
"WorkFlow",6,"K31",0.0549237
"WorkFlow",7,"-2LL",7194.5617
"WorkFlow",7,"GAMMA",1.80266
"WorkFlow",7,"CMultStdev",1.03017
"WorkFlow",7,"tvVmax",3994.43
"WorkFlow",7,"tvKm",4061.23
"WorkFlow",7,"tvV",48.9533
"WorkFlow",7,"tvKa",1.44804
"WorkFlow",7,"K12",1.48107
"WorkFlow",7,"K21",3.47442
"WorkFlow",7,"K13",0.628635
"WorkFlow",7,"K31",0.0629059
"WorkFlow",8,"-2LL",7176.8431
"WorkFlow",8,"GAMMA",1.80204
"WorkFlow",8,"CMultStdev",1.02973
"WorkFlow",8,"tvVmax",3994.63
"WorkFlow",8,"tvKm",4060.82
"WorkFlow",8,"tvV",48.9741
"WorkFlow",8,"tvKa",1.44741
"WorkFlow",8,"K12",1.49617
"WorkFlow",8,"K21",3.46592
"WorkFlow",8,"K13",0.613914
"WorkFlow",8,"K31",0.0615751
"WorkFlow",9,"-2LL",7174.34856
"WorkFlow",9,"GAMMA",1.80193
"WorkFlow",9,"CMultStdev",1.02966
"WorkFlow",9,"tvVmax",3994.7
"WorkFlow",9,"tvKm",4060.79
"WorkFlow",9,"tvV",48.9744
"WorkFlow",9,"tvKa",1.44719
"WorkFlow",9,"K12",1.49785
"WorkFlow",9,"K21",3.46486
"WorkFlow",9,"K13",0.610883
"WorkFlow",9,"K31",0.0617676
"WorkFlow",10,"-2LL",7160.65732
"WorkFlow",10,"GAMMA",1.80142
"WorkFlow",10,"CMultStdev",1.02941
"WorkFlow",10,"tvVmax",3995.16
"WorkFlow",10,"tvKm",4060.82
"WorkFlow",10,"tvV",48.9625
"WorkFlow",10,"tvKa",1.44576
"WorkFlow",10,"K12",1.50127
"WorkFlow",10,"K21",3.46196
"WorkFlow",10,"K13",0.595741
"WorkFlow",10,"K31",0.0643399
"WorkFlow",11,"-2LL",7141.51382
"WorkFlow",11,"GAMMA",1.80088
"WorkFlow",11,"CMultStdev",1.02922
"WorkFlow",11,"tvVmax",3995.86
"WorkFlow",11,"tvKm",4061.12
"WorkFlow",11,"tvV",48.9281
"WorkFlow",11,"tvKa",1.44359
"WorkFlow",11,"K12",1.49792
"WorkFlow",11,"K21",3.46205
"WorkFlow",11,"K13",0.5778
"WorkFlow",11,"K31",0.0699155
"WorkFlow",12,"-2LL",7100.76634
"WorkFlow",12,"GAMMA",1.80027
"WorkFlow",12,"CMultStdev",1.02917
"WorkFlow",12,"tvVmax",3997.14
"WorkFlow",12,"tvKm",4062.05
"WorkFlow",12,"tvV",48.8404
"WorkFlow",12,"tvKa",1.43963
"WorkFlow",12,"K12",1.47865
"WorkFlow",12,"K21",3.46911
"WorkFlow",12,"K13",0.552822
"WorkFlow",12,"K31",0.0832161
"WorkFlow",13,"-2LL",7004.61894
"WorkFlow",13,"GAMMA",1.79974
"WorkFlow",13,"CMultStdev",1.02954
"WorkFlow",13,"tvVmax",3999.59
"WorkFlow",13,"tvKm",4064.48
