Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.570614645330459,-0.326041994636437,-0.725280030392897,0.0685181915249144,0.530474,0.273217,0.480747,0.714884
WorkFlow,2,-0.496273984898432,-0.116868248993489,0.656966464327459,-0.221015566681579,0.917665,0.160655,0.86639,0.598688
WorkFlow,3,-0.0356314999515557,-0.238636814380722,-0.0821941489926682,-0.405605138779904,0.66195,0.244038,0.52561,0.578861
WorkFlow,4,-0.224482221868587,-0.327997649892258,0.28177741168078,0.174293464538037,0.735428,0.213368,0.608424,0.692341
WorkFlow,5,-0.176838822235359,0.245074929224187,0.244285473644082,0.243252904446725,0.860552,0.178583,0.77488,0.709949
WorkFlow,6,0.223752799107035,-0.375895255982222,-0.196590045469843,0.215605462170933,0.607243,0.24189,0.478622,0.681844
WorkFlow,7,-0.0065635828607552,0.722347729584818,0.0157447473417622,0.399788581488819,0.87885,0.171097,0.798115,0.724737
WorkFlow,8,0.244563681767903,0.226127242596797,-0.340058083713736,-0.289766657223437,0.665096,0.251093,0.502948,0.598404
WorkFlow,9,-0.351625602051949,0.0256846570900731,0.470652159973951,0.133135115428736,0.886737,0.169268,0.817043,0.660594
WorkFlow,10,-0.286426776706891,-0.0160900817489039,0.37343046981199,-0.685454973866767,0.851195,0.198627,0.763413,0.515642
WorkFlow,11,-0.207956815483598,-0.342082992404453,0.207490734125788,-0.382967244362927,0.716263,0.223955,0.584008,0.571479
WorkFlow,12,0.369905935448042,-0.104981018234035,-0.44152863693725,0.00156652926864743,0.603005,0.264281,0.476538,0.63689
WorkFlow,13,0.482410518356499,-0.689271387808384,-0.528473102433996,-0.199055320331937,0.508567,0.292074,0.489823,0.641572
WorkFlow,14,0.337728964752132,-0.0166488216162891,-0.323356359371723,0.667424152762103,0.628914,0.232429,0.476468,0.77192
WorkFlow,15,0.664793330333457,-0.389576970171624,-0.799757148758485,-0.226058578264263,0.514709,0.294964,0.481824,0.62338
WorkFlow,16,0.166995953936068,0.372876909815173,-0.191842694058272,0.310677832257855,0.722868,0.219192,0.568353,0.681439
WorkFlow,17,0.277026734008544,-0.40850250503075,-0.297526609028098,0.443646503576684,0.586447,0.244598,0.481075,0.734575
WorkFlow,18,-0.294328736406302,-0.16199757400343,0.369472780569953,-0.466665610209583,0.805481,0.210782,0.697103,0.5696
WorkFlow,19,0.125785046116223,0.271647775421588,-0.141822295839061,-0.2368536545348,0.720334,0.232158,0.567539,0.589028
WorkFlow,20,0.422454385174642,-0.019690490359629,-0.464373412559527,-0.236283180863428,0.60927,0.278566,0.470985,0.609591
WorkFlow,21,-0.265892486102776,0.0762132649981224,0.351151847770239,-0.494033090017048,0.860902,0.192643,0.777185,0.538824
WorkFlow,22,-0.231055591905934,0.0049002173516964,0.275919709176918,-0.748482725210085,0.818508,0.209454,0.714198,0.52964
WorkFlow,23,0.770921064294443,0.104196547569476,-0.717822862478918,0.613840915471347,0.583676,0.265972,0.457889,0.800833
WorkFlow,24,0.35634073454789,0.0746026642643426,-0.434674787569458,-0.181545321997596,0.626529,0.259919,0.473601,0.630962
WorkFlow,25,-0.0416727408675059,0.173983433813139,0.0849571802866358,0.746386797806594,0.773928,0.197308,0.645535,0.807855
WorkFlow,26,0.139328864587737,0.374283802916182,-0.158886045226372,0.612117120007099,0.734876,0.216543,0.588229,0.802843
WorkFlow,27,-0.180097274934072,-0.0980806996542801,0.226022000772059,-0.764849511571394,0.765229,0.232522,0.636895,0.520001
WorkFlow,28,0.372316935567564,0.157395343250803,-0.42444377303314,0.285286571551177,0.635024,0.247107,0.478249,0.665659
WorkFlow,29,0.434556622752536,-0.0489302928986719,-0.636774873905851,-0.101468488316379,0.585961,0.272457,0.470047,0.631602
WorkFlow,30,0.173296363455894,0.0507777586692289,-0.217706032958799,0.315255074261319,0.661306,0.241315,0.507247,0.723152
