Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.508377628361919,,0.0203163295765019,3.99630676943134,0.46845466495908,0.548300591764758,
WorkFlow,tvVmax,4528.13142626503,,339.098126087697,7.48869885093857,3861.78064539226,5194.4822071378,
WorkFlow,tvKm,3563.83744461224,,1721.35035132912,48.3004732421631,181.267437524879,6946.4074516996,
WorkFlow,tvV,56.3622337888063,,3.52391554967787,6.25226381708408,49.4375011005158,63.2869664770968,
WorkFlow,tvKa,1.03869215391543,,0.0851061483406782,8.19358729339238,0.871452809191897,1.20593149863896,
WorkFlow,K12,0.258202763948665,,0.0735602969347548,28.4893530223324,0.1136517991019,0.402753728795429,
WorkFlow,K21,0.75454849203676,,0.322825176052022,42.7838872463474,0.120175159958775,1.38892182411474,
WorkFlow,K13,0.0685162336788099,,0.00733570577691807,10.7065222109352,0.0541010750664676,0.0829313922911522,
WorkFlow,K31,0.0616475715670864,,0.00684996504950343,11.1114921080859,0.0481869263775954,0.0751082167565774,
WorkFlow,dVdWT,1.12740498488147,,0.14693581212737,13.0330993828999,0.838666163824331,1.41614380593861,
WorkFlow,CEps,0.500004367256219,,1.04491632071247,208.981438791518,-1.55332696278299,2.55333569729542,
