    1              48.577991
    2              50.639329
    3              52.346081
    4              50.340015
    5              59.500321
    6              46.558600
    7              54.340580
    8              47.399323
    9              53.997365
   10              47.048785
   11              46.914953
   12              47.490877
   13              53.914639
   14              49.648327
   15              58.491157
   16              48.641362
   17              66.939388
   18              45.605310
   19              60.137865
   20              45.709968
   21              45.004647
   22              46.515620
   23              53.411089
   24              49.450149
   25              46.253179
   26              52.478824
   27              44.538406
   28              55.446792
   29              63.094632
   30              50.816707
   31              57.565012
   32              46.392129
   33              57.196143
   34              53.253744
   35              49.701994
   36              49.393229
   37              49.142165
   38              65.411541
   39              48.657523
   40              46.330037
   41              56.312595
   42              71.302394
   43              54.798796
   44              48.959319
   45              44.658840
   46              54.107712
   47              51.871699
   48              50.789341
   49              50.275850
   50              49.516297
   51              62.288763
   52              52.800863
   53              54.480071
   54              61.653850
   55              56.181632
   56              47.559300
   57              44.941627
   58              55.692896
   59              67.021703
   60              45.444645
 totlaplace, sumllbysub =    3144.9539925371223        3144.9539925371223     
