Scenario,Label,nVmax,nV
WorkFlow,Omega
WorkFlow,nVmax,0.0876347502170676,0
WorkFlow,nV,0,0.173330855645561
WorkFlow,Correlation
WorkFlow,nVmax,1,0
WorkFlow,nV,0,1
WorkFlow,Shrinkage,0.097416495495055,0.116398479932063
