"Scenario","Iter","Parameter","Value"
"WorkFlow",1,"-2LL",6419.32166
"WorkFlow",1,"CMultStdev",0.519145
"WorkFlow",1,"tvVmax",6514.99
"WorkFlow",1,"tvKm",2235.26
"WorkFlow",1,"tvV",49.8263
"WorkFlow",1,"tvKa",1.02308
"WorkFlow",1,"K12",1.87271
"WorkFlow",1,"K21",3.23918
"WorkFlow",1,"dVdWT",1.14798
"WorkFlow",2,"-2LL",6404.82046
"WorkFlow",2,"CMultStdev",0.495345
"WorkFlow",2,"tvVmax",6742.14
"WorkFlow",2,"tvKm",1991.2
"WorkFlow",2,"tvV",47.2592
"WorkFlow",2,"tvKa",0.924341
"WorkFlow",2,"K12",1.6749
"WorkFlow",2,"K21",3.46269
"WorkFlow",2,"dVdWT",1.16172
"WorkFlow",3,"-2LL",6402.36182
"WorkFlow",3,"CMultStdev",0.531696
"WorkFlow",3,"tvVmax",6757.75
"WorkFlow",3,"tvKm",1977.9
"WorkFlow",3,"tvV",46.5586
"WorkFlow",3,"tvKa",0.920182
"WorkFlow",3,"K12",1.64806
"WorkFlow",3,"K21",3.48877
"WorkFlow",3,"dVdWT",1.18033
"WorkFlow",4,"-2LL",6397.1323
"WorkFlow",4,"CMultStdev",0.532797
"WorkFlow",4,"tvVmax",6764.23
"WorkFlow",4,"tvKm",1994.15
"WorkFlow",4,"tvV",46.6458
"WorkFlow",4,"tvKa",0.925371
"WorkFlow",4,"K12",1.68192
"WorkFlow",4,"K21",3.44301
"WorkFlow",4,"dVdWT",1.23199
"WorkFlow",5,"-2LL",6391.5241
"WorkFlow",5,"CMultStdev",0.534077
"WorkFlow",5,"tvVmax",6748.11
"WorkFlow",5,"tvKm",1985.52
"WorkFlow",5,"tvV",45.9938
"WorkFlow",5,"tvKa",0.918773
"WorkFlow",5,"K12",1.66994
"WorkFlow",5,"K21",3.41089
"WorkFlow",5,"dVdWT",1.25751
"WorkFlow",6,"-2LL",6365.33862
"WorkFlow",6,"CMultStdev",0.521957
"WorkFlow",6,"tvVmax",6518.3
"WorkFlow",6,"tvKm",2055.7
"WorkFlow",6,"tvV",45.8109
"WorkFlow",6,"tvKa",0.903416
"WorkFlow",6,"K12",1.79688
"WorkFlow",6,"K21",3.14543
"WorkFlow",6,"dVdWT",1.45693
"WorkFlow",7,"-2LL",6363.59732
"WorkFlow",7,"CMultStdev",0.516801
"WorkFlow",7,"tvVmax",6588.85
"WorkFlow",7,"tvKm",1971.25
"WorkFlow",7,"tvV",45.2074
"WorkFlow",7,"tvKa",0.898668
"WorkFlow",7,"K12",1.75583
"WorkFlow",7,"K21",3.18939
"WorkFlow",7,"dVdWT",1.43737
"WorkFlow",8,"-2LL",6362.98272
"WorkFlow",8,"CMultStdev",0.50802
"WorkFlow",8,"tvVmax",6480.09
"WorkFlow",8,"tvKm",1960.65
"WorkFlow",8,"tvV",44.4926
"WorkFlow",8,"tvKa",0.901605
"WorkFlow",8,"K12",1.72463
"WorkFlow",8,"K21",3.21683
"WorkFlow",8,"dVdWT",1.3773
"WorkFlow",9,"-2LL",6362.73546
"WorkFlow",9,"CMultStdev",0.50096
"WorkFlow",9,"tvVmax",6347.41
"WorkFlow",9,"tvKm",1925.12
"WorkFlow",9,"tvV",44.1381
"WorkFlow",9,"tvKa",0.930699
"WorkFlow",9,"K12",1.72164
"WorkFlow",9,"K21",3.24446
"WorkFlow",9,"dVdWT",1.30248
"WorkFlow",10,"-2LL",6361.98102
"WorkFlow",10,"CMultStdev",0.501072
"WorkFlow",10,"tvVmax",6139.62
"WorkFlow",10,"tvKm",1848.49
"WorkFlow",10,"tvV",44.5585
"WorkFlow",10,"tvKa",0.937214
"WorkFlow",10,"K12",1.75595
"WorkFlow",10,"K21",3.24858
"WorkFlow",10,"dVdWT",1.20608
"WorkFlow",11,"-2LL",6361.01866
"WorkFlow",11,"CMultStdev",0.509569
"WorkFlow",11,"tvVmax",5643.41
"WorkFlow",11,"tvKm",1644.85
"WorkFlow",11,"tvV",46.4605
"WorkFlow",11,"tvKa",0.956981
"WorkFlow",11,"K12",1.82047
"WorkFlow",11,"K21",3.28894
"WorkFlow",11,"dVdWT",1.02644
"WorkFlow",12,"-2LL",6360.71648
"WorkFlow",12,"CMultStdev",0.514628
"WorkFlow",12,"tvVmax",5252.7
"WorkFlow",12,"tvKm",1483.31
"WorkFlow",12,"tvV",47.5579
"WorkFlow",12,"tvKa",0.960994
"WorkFlow",12,"K12",1.84408
"WorkFlow",12,"K21",3.3225
"WorkFlow",12,"dVdWT",0.932146
"WorkFlow",13,"-2LL",6360.05726
"WorkFlow",13,"CMultStdev",0.515058
"WorkFlow",13,"tvVmax",5243.41
"WorkFlow",13,"tvKm",1482.76
"WorkFlow",13,"tvV",46.9823
"WorkFlow",13,"tvKa",0.952195
"WorkFlow",13,"K12",1.83238
"WorkFlow",13,"K21",3.30982
"WorkFlow",13,"dVdWT",1.01486
"WorkFlow",14,"-2LL",6359.4936
"WorkFlow",14,"CMultStdev",0.511458
"WorkFlow",14,"tvVmax",5216.94
"WorkFlow",14,"tvKm",1478.74
"WorkFlow",14,"tvV",46.1591
"WorkFlow",14,"tvKa",0.956392
"WorkFlow",14,"K12",1.80791
"WorkFlow",14,"K21",3.30236
"WorkFlow",14,"dVdWT",1.12465
"WorkFlow",15,"-2LL",6359.10426
"WorkFlow",15,"CMultStdev",0.508046
"WorkFlow",15,"tvVmax",5223.15
"WorkFlow",15,"tvKm",1494.8
"WorkFlow",15,"tvV",45.6434
"WorkFlow",15,"tvKa",0.960148
"WorkFlow",15,"K12",1.78886
"WorkFlow",15,"K21",3.28463
"WorkFlow",15,"dVdWT",1.27583
"WorkFlow",16,"-2LL",6358.57112
"WorkFlow",16,"CMultStdev",0.507393
"WorkFlow",16,"tvVmax",5004.07
"WorkFlow",16,"tvKm",1414.4
"WorkFlow",16,"tvV",46.0216
"WorkFlow",16,"tvKa",0.97097
"WorkFlow",16,"K12",1.80352
"WorkFlow",16,"K21",3.26907
"WorkFlow",16,"dVdWT",1.35036
"WorkFlow",17,"-2LL",6358.34662
"WorkFlow",17,"CMultStdev",0.507761
"WorkFlow",17,"tvVmax",4906.72
"WorkFlow",17,"tvKm",1357.27
"WorkFlow",17,"tvV",46.1604
"WorkFlow",17,"tvKa",0.975726
"WorkFlow",17,"K12",1.83068
"WorkFlow",17,"K21",3.26024
"WorkFlow",17,"dVdWT",1.3394
"WorkFlow",18,"-2LL",6358.19494
"WorkFlow",18,"CMultStdev",0.509926
"WorkFlow",18,"tvVmax",4712.47
"WorkFlow",18,"tvKm",1272.8
"WorkFlow",18,"tvV",46.3726
"WorkFlow",18,"tvKa",0.984226
"WorkFlow",18,"K12",1.86381
"WorkFlow",18,"K21",3.24842
"WorkFlow",18,"dVdWT",1.33467
"WorkFlow",19,"-2LL",6358.19446
"WorkFlow",19,"CMultStdev",0.50999
"WorkFlow",19,"tvVmax",4700.67
"WorkFlow",19,"tvKm",1267.88
"WorkFlow",19,"tvV",46.3852
"WorkFlow",19,"tvKa",0.984785
"WorkFlow",19,"K12",1.86596
"WorkFlow",19,"K21",3.24786
"WorkFlow",19,"dVdWT",1.33398
"WorkFlow",20,"-2LL",6358.04328
"WorkFlow",20,"CMultStdev",0.509744
"WorkFlow",20,"tvVmax",4654.93
"WorkFlow",20,"tvKm",1264.11
"WorkFlow",20,"tvV",46.4151
"WorkFlow",20,"tvKa",0.977296
"WorkFlow",20,"K12",1.9003
"WorkFlow",20,"K21",3.23327
"WorkFlow",20,"dVdWT",1.29961
"WorkFlow",21,"-2LL",6357.9615
"WorkFlow",21,"CMultStdev",0.512242
"WorkFlow",21,"tvVmax",4582.95
"WorkFlow",21,"tvKm",1255.9
"WorkFlow",21,"tvV",45.9689
"WorkFlow",21,"tvKa",0.969281
"WorkFlow",21,"K12",1.93563
"WorkFlow",21,"K21",3.22262
"WorkFlow",21,"dVdWT",1.23348
"WorkFlow",22,"-2LL",6357.88212
"WorkFlow",22,"CMultStdev",0.512483
"WorkFlow",22,"tvVmax",4568.14
"WorkFlow",22,"tvKm",1248.69
"WorkFlow",22,"tvV",45.4781
"WorkFlow",22,"tvKa",0.966609
"WorkFlow",22,"K12",1.94317
"WorkFlow",22,"K21",3.17748
"WorkFlow",22,"dVdWT",1.31263
"WorkFlow",23,"-2LL",6357.6633
"WorkFlow",23,"CMultStdev",0.511396
"WorkFlow",23,"tvVmax",4617.28
"WorkFlow",23,"tvKm",1260.74
"WorkFlow",23,"tvV",45.4647
"WorkFlow",23,"tvKa",0.974132
"WorkFlow",23,"K12",1.92406
