    1              52.831571
    2              47.125226
    3              50.674780
    4              49.187930
    5              55.930030
    6              49.259848
    7              55.002350
    8              47.179015
    9              47.752127
   10              56.374776
   11              53.228726
   12              55.627595
   13              47.277829
   14              45.967770
   15              47.388970
   16              54.171375
   17              58.975618
   18              57.615470
   19              49.307660
   20              50.808239
   21              53.046800
   22              54.601824
   23              57.088445
   24              51.267379
   25              51.716868
   26              53.384203
   27              49.239257
   28              69.802385
   29              53.106275
   30              62.969819
   31              44.427052
   32              53.551549
   33              55.814141
   34              60.971956
   35              49.480057
   36              47.461653
   37              53.102780
   38              52.939699
   39              54.786789
   40              50.856364
   41              53.519992
   42              54.076871
   43              44.870972
   44              55.000245
   45              47.495881
   46              56.651371
   47              55.969279
   48              51.179266
   49              45.458739
   50              47.970588
   51              50.460353
   52              56.628724
   53              56.838918
   54              60.516065
   55              53.387580
   56              47.777983
   57              50.030965
   58              53.052682
   59              59.430983
   60              55.089793
 totlaplace, sumllbysub =    3166.7094514520327        3166.7094514520327     
