Scenario,ID,nVmax,nKm,nV,nKa,nVmax_shrinkage,nKm_shrinkage,nV_shrinkage,nKa_shrinkage
WorkFlow,1,0.387029737286826,-0.354068939944245,-0.278532445845683,0.0649440328660552,0.277919,0.252966,0.714983,0.509929
WorkFlow,2,-0.54078057896923,0.0254696579303702,0.293599119221878,-0.172561588775852,0.390177,0.264592,0.728032,0.477335
WorkFlow,3,-0.115173628599505,-0.610330483252301,-0.146961840492842,-0.911301129730954,0.258516,0.241142,0.67222,0.345849
WorkFlow,4,-0.572920849018789,-0.251139838506339,0.396333701413337,0.286721783564207,0.356381,0.239934,0.720293,0.546114
WorkFlow,5,-0.150837315826148,0.289534976567913,0.167346585437589,0.258320629881807,0.391938,0.249578,0.685036,0.552048
WorkFlow,6,-0.155374239805421,-0.176765751604515,0.263117191176707,0.390928477046631,0.360805,0.227292,0.674736,0.542119
WorkFlow,7,-0.048520624172619,0.670706572602397,0.0486576619812785,0.321140101550878,0.419641,0.256587,0.6694,0.559262
WorkFlow,8,-0.0672102205681077,0.230275090278769,0.0898973243076673,-0.380093885620864,0.382824,0.26868,0.675847,0.423335
WorkFlow,9,-0.304976789192263,0.135941852717426,0.190621868953194,0.24956523966196,0.376077,0.252437,0.701664,0.534268
WorkFlow,10,-0.365647157417616,-0.0231541688746799,0.218932067793829,-0.596482242673187,0.364232,0.282669,0.707929,0.40182
WorkFlow,11,-0.240959741832619,-0.472041284665171,0.051011304248334,-0.595340508430239,0.324427,0.236847,0.693102,0.386166
WorkFlow,12,0.0372362788200468,-0.0514239265967001,0.0301068766294563,0.18762239994969,0.346763,0.230453,0.678762,0.480493
WorkFlow,13,0.294897405370079,-0.574445503146262,-0.096963723188338,-0.0341139035209847,0.264432,0.289538,0.75462,0.48348
WorkFlow,14,0.278366241832809,0.00760480511979666,-0.0723608591467008,0.675410504552586,0.348732,0.206683,0.645457,0.594731
WorkFlow,15,0.499796677425686,-0.451306045672973,-0.333432778758403,-0.0792634153440121,0.251695,0.261728,0.685376,0.455476
WorkFlow,16,0.237177400750283,0.305969493054982,-0.0829247977361512,0.188140888829852,0.386524,0.226488,0.653455,0.495486
WorkFlow,17,0.155830675577336,-0.449784436551316,-0.293260114380281,0.403411814997964,0.253352,0.228806,0.686555,0.536468
WorkFlow,18,-0.337532791694597,-0.269405159313621,-0.00849681403467382,-0.448445705713535,0.32072,0.251605,0.706903,0.413967
WorkFlow,19,-0.0290909746526741,0.277354225419639,0.121619446103534,-0.238230381048139,0.392009,0.252612,0.666852,0.445033
WorkFlow,20,0.193127125120651,0.0105864432935583,-0.0336447242916262,-0.0283347396887175,0.358377,0.221588,0.660892,0.445604
WorkFlow,21,-0.415272766629331,0.0857530609171945,0.272441837631523,-0.406661397390065,0.38645,0.308123,0.726227,0.431883
WorkFlow,22,-0.35366198916213,-0.460608826088144,-0.173243594144055,-1.35347211161376,0.281709,0.289118,0.709832,0.322657
WorkFlow,23,0.952184635906384,-0.295482304561466,-0.558091009520216,0.216658943202015,0.259705,0.309434,0.748295,0.508869
WorkFlow,24,0.0607348621033869,0.148344683057318,0.0611107470328387,0.0424420885523299,0.378814,0.239457,0.662837,0.480846
WorkFlow,25,0.0443181746370755,0.297819138620125,0.0670597190823035,0.875234823199976,0.389037,0.225911,0.664725,0.671684
WorkFlow,26,-0.00624770891856757,0.434408114411956,0.0177124222644761,0.685325944138296,0.388697,0.24542,0.67464,0.65043
WorkFlow,27,-0.403373169942245,-0.134482530825402,0.216993464112975,-0.607346998412511,0.351365,0.27557,0.700799,0.395226
WorkFlow,28,0.209817353408674,0.131073568395442,-0.0794011564968028,0.191889357502723,0.36622,0.221515,0.657112,0.483205
WorkFlow,29,0.234558029659899,-0.0257174584602069,-0.0664366780100779,-0.028635462688745,0.341295,0.233647,0.660531,0.45218
WorkFlow,30,-0.00818756524875209,-0.0111541632790712,-0.0471321489271724,0.257365959153902,0.344467,0.22832,0.673799,0.514178
WorkFlow,31,-0.324355518423746,-0.186346480955895,0.271971500104729,0.583113044684262,0.348137,0.23273,0.696797,0.61809
WorkFlow,32,0.439681622327453,0.547185638069622,-0.173748974548992,0.252969708856067,0.399713,0.222512,0.642093,0.503384
WorkFlow,33,-0.213676634243134,-0.628435727966776,0.126982100271825,-0.437903154661212,0.288657,0.246645,0.698917,0.406615
WorkFlow,34,-0.261023773589973,-0.415173414084173,0.151962024745181,-0.0458036310204852,0.312812,0.242271,0.715514,0.477853
WorkFlow,35,-0.243027957451294,-0.228690224555317,-0.0334806612151366,-0.689804227648482,0.319222,0.256265,0.704762,0.389677
WorkFlow,36,-0.0746742674416608,0.0826980142089402,0.123061741141628,-0.537286945903798,0.382746,0.258053,0.676442,0.400179
WorkFlow,37,-0.111779813058507,0.29561756564504,0.052829628388448,-0.869101546229875,0.394387,0.277303,0.670661,0.38986
WorkFlow,38,0.00163055542286506,-0.21743442786319,-0.20311225780318,-0.649042927905527,0.304335,0.248821,0.669197,0.372861
WorkFlow,39,0.361209212292197,0.397621769154081,-0.172684202267869,0.733422734392354,0.38097,0.209285,0.646572,0.621076
WorkFlow,40,-0.227904659540109,-0.180213015802159,-0.179214066399104,-0.711441578346875,0.306915,0.234185,0.673175,0.366082
