Scenario,Label,nVmax,nKm,nV
WorkFlow,Omega
WorkFlow,nVmax,0.31,0,0
WorkFlow,nKm,0,0.31,0
WorkFlow,nV,0,0,0.31
WorkFlow,Correlation
WorkFlow,nVmax,1,0,0
WorkFlow,nKm,0,1,0
WorkFlow,nV,0,0,1
WorkFlow,Shrinkage,0.621060693103956,-0.458874714670158,0.329229413042902
