Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,dVdWT,CEps
WorkFlow,1.14980744647503,,,,,,,,,,,
WorkFlow,0.0419911997668252,0.0401892140758571,,,,,,,,,,
WorkFlow,-6956.80374542618,-736.371992762703,354165003.347266,,,,,,,,,
WorkFlow,3657.52130126188,624.069023749939,94123542.310726,247273269.738042,,,,,,,,
WorkFlow,-7.45434939142543,-13.1080351709221,-286965.393695739,-2864988.97261823,87487.9175131977,,,,,,,
WorkFlow,0.222076081201133,-0.171024222632955,-6293.33549325617,-10474.0523696019,961.921901444335,17.7953098186602,,,,,,
WorkFlow,-1.34052700157368,0.0769618245718103,-13586.4927300482,7270.23963779762,-959.658829935503,-12.7725945144063,26.2484483635745,,,,,
WorkFlow,-2.97184015313993,-0.128182504238899,-37043.9383097916,-10769.788740501,-346.038172431015,0.170780851506243,42.8935633823448,115.205912176787,,,,
WorkFlow,-0.00154642115121982,0.00693528240577274,-264.911195268238,-817.243974874778,-40.4705779845538,-0.989413303974154,0.751217087625565,0.128963284425813,0.0665632234041515,,,
WorkFlow,-0.00232324805925091,-0.000480317239215096,12.2097948980399,-115.855865677953,2.28780962168382,0.0153937983562548,-0.0201526466683264,-0.0118723017260774,-0.000262492184528174,7.84800160575937e-05,,
WorkFlow,-0.567138215641743,-0.0477147428226163,3405.37638336275,-7373.67638688808,105.468400458224,0.508513595867383,-0.310588177382814,0.586436794894005,-0.000390767025548372,0.00467981706718533,0.458763582744833,
WorkFlow,0.312965071644756,0.08398296621274,-1258.22947056608,-969.339089340301,-232.248848613173,-5.98861754246907,-5.13766783976107,-25.9233337544627,0.306349098092364,-0.00161836460230114,-0.14122492596319,8.81892946023694
