Scenario,GAMMA,CMultStdev,tvVmax,tvKm,tvV,tvKa,K12,K21,K13,K31,dVdWT,CEps
WorkFlow,0.527008764026957,,,,,,,,,,,
WorkFlow,-0.0295701414694249,0.028846627628321,,,,,,,,,,
WorkFlow,-3913.97536518484,346.972201319651,336992129.592306,,,,,,,,,
WorkFlow,-4052.21596890455,243.185528182701,102196870.638765,62451044.106093,,,,,,,,
WorkFlow,-7.10538582155377,0.00969716302225909,1953380.58070066,326880.617263383,16419.2662406621,,,,,,,
WorkFlow,2.04607699677224e-67,-5.1401049855125e-69,-2.68079874555923e-63,-2.22270422231768e-63,-2.58387967536577e-66,1.37655610199026e-133,,,,,,
WorkFlow,3.90795091969972,-0.311240827959973,-88719.8514015063,-63253.2542434666,-36.8870258034502,3.65117699851229e-66,152.348657895141,,,,,
WorkFlow,11.2621786624753,-0.883028455230283,-219387.867610314,-171182.861081268,100.528570511082,1.03502605304151e-65,429.648261712634,1216.12775260655,,,,
WorkFlow,0.0700831495781584,-0.00581257934379093,-415.06650564123,-808.427516146335,6.06000627097079,4.42640937485122e-68,1.60099144842166,4.57954616442277,0.0232901519669743,,,
WorkFlow,0.000978013694519672,-4.77682034746189e-05,58.8999165987998,-3.51463935078994,0.599831047914731,5.95213285739857e-70,0.0139059084735115,0.0461352675911116,0.000451219323587691,2.77741998669917e-05,,
WorkFlow,-0.313679401464242,0.0144426246051501,6239.41382619214,2324.92668825585,42.6479227238817,-1.09125172920037e-67,-1.92762219073054,-5.25856078714652,-0.0216239427524915,0.0011755855545566,0.31974334698166,
WorkFlow,5.0023487310129,0.0457981192926672,-50111.0030644784,-40427.7455573441,-176.752285989966,2.62190718324667e-66,27.4197374979965,78.1126150247237,0.469520815491844,0.00870425487235008,-3.03941713226769,82.60678109027
